rxn_id
1
2
5
6
9
17
31
44
45
46
52
58
74
84
101
105
118
126
138
139
179
186
202
224
233
261
262
291
292
303
335
367
368
387
396
400
401
402
403
404
420
422
465
507
546
592
624
625
628
630
631
668
698
738
739
742
751
770
823
855
856
895
920
982
983
1005
1037
1044
1150
1169
1178
1201
1244
1248
1256
1265
1271
1275
1278
1288
1292
1365
1366
1367
1628
1689
1695
1703
1761
1790
1792
1822
1843
2049
2060
2061
2068
2069
2081
2135
2162
2192
2193
2216
2243
2301
2308
2317
2341
2347
2348
2351
2354
2362
2374
2393
2403
2458
2517
2540
2584
2603
2692
2701
2702
2764
2779
2788
2800
2828
2829
2870
2938
2957
2958
2994
3009
3045
3081
3097
3132
3147
3148
3157
3158
3171
3184
3199
3216
3221
3222
3223
3224
3226
3227
3232
3280
3300
3320
3346
3393
3405
3441
3492
3555
3575
3605
3621
3637
3744
3777
3789
3909
3937
4114
4120
4189
4311
4343
4359
4385
4399
4402
4531
4561
4770
4977
5104
5271
5344
5382
5388
5411
5449
5499
5532
5641
5679
5706
5911
