rxn_id,ok,n_atoms,rmsd_R_TS,shift,inter_R,inter_TS,p_order_ok,hit_cap,n_iso_max,max_disp_heavy,max_disp_h,recovery_used,reused,reason
3159,True,66.0,2.18035804863562,1.8302371537283761,2.237541722300046,2.4479912390366105,True,False,2304.0,5.616530680181328,4.951690021215153,,True,
3160,True,66.0,2.4100676049610494,2.08509014748779,2.1600000000015154,2.449029089026913,True,False,2304.0,5.793326874957998,3.5725517392309905,,True,
3161,True,69.0,3.0217109022764017,2.6025786058380618,2.4480000000028213,2.250692102820819,True,True,5000.0,4.757918302043344,5.276278302666579,,True,
3162,True,69.0,2.3453352594413177,1.890994343735656,2.1600000000034996,2.3442403506679934,True,True,5000.0,4.931559638324937,3.667686673283906,,True,
3163,True,74.0,2.816352630290503,2.673023178907897,2.171323366151763,1.95332638844613,True,True,5000.0,5.445449158015065,4.116986927267913,,True,
3166,True,81.0,2.661424215423033,3.1500061900442233,2.197888185390552,2.384271064874965,True,False,864.0,2.8463540495804245,3.284748785529408,,True,
3167,True,67.0,1.8864167922986261,1.622535735139536,2.2301208169253353,2.4029643586620275,True,True,5000.0,4.049001420757674,3.1726660234533726,,True,
3168,True,67.0,3.015839523984203,3.1342026184247516,2.1600000000047523,2.1895861895344524,True,True,5000.0,6.248938368204594,3.3906045791827206,,True,
3169,True,56.0,2.594016864005427,2.68760009161997,2.610000000009533,2.126262394367168,True,True,5000.0,3.9716179281986634,5.304599720919902,,True,
3170,True,56.0,2.6763608040382882,2.638740970131039,2.6100000000076613,2.245070113604473,True,True,5000.0,3.8429727750734117,5.401629956133086,,True,
3171,True,52.0,1.5736998799629194,1.0460379217765876,2.7450000000061405,2.5552374908606836,True,False,72.0,3.975963336753914,3.1599198863168745,,True,
3172,True,52.0,1.4959403884236218,1.0372241714503616,2.8980000000051036,2.5201896097516157,True,False,72.0,4.083326090712663,3.1480265363441022,,True,
3173,True,72.0,3.032053669035729,3.6592454370911582,2.6910000000006864,1.9957465586842436,True,True,5000.0,3.2887025093592936,4.173317100726918,,True,
3174,True,79.0,2.6892629290761647,2.5818926960782846,2.160000000007449,2.2730793387825243,True,True,5000.0,4.167382460554181,3.5737313289806814,,True,
3175,True,79.0,2.4027436544639382,2.5975435018262942,2.4030000000065064,2.2342294169131334,True,True,5000.0,3.661728710496858,3.378664190409284,,True,
3176,True,73.0,1.9598340308826918,1.8291491611635138,2.344930678658115,2.30874743759468,True,True,5000.0,5.095206560386271,3.2927537843727257,,True,
3177,True,73.0,1.442885501475451,1.472555190739513,2.160000000001853,1.9807317521057715,True,True,5000.0,2.983111921715213,3.1252243113534366,,True,
3178,True,74.0,2.433806289477367,1.9574087032524403,2.1766191991084547,2.11201015691213,True,False,2592.0,3.216658538840368,3.9748475689401133,,True,
3179,True,74.0,2.3802027497482396,2.112831272348558,2.1600000000078214,2.389090531457525,True,False,2592.0,3.4702050530252664,3.648478527193132,,True,
3180,True,84.0,4.159323971752602,3.924569653274375,2.1600000000033406,2.2743093466149227,True,False,1536.0,4.577659779391259,6.147481112462292,,True,
3181,True,84.0,3.584994835697316,3.9238775510275445,2.160000000006799,2.21440250573377,True,False,1536.0,3.719757314995974,4.478241234188938,,True,
3182,True,83.0,2.678186829809439,2.1258189275104087,2.1600000000002546,2.3345812560928336,True,True,5000.0,3.6268840138485077,4.998529049880268,,True,
3184,True,62.0,2.7167105219272667,1.664385250027408,2.1600000000090622,2.2958676119715618,True,False,2592.0,6.108951511184241,4.236079294015769,,True,
3185,True,62.0,2.041553927370917,2.131792831372877,2.7450000000087424,2.325107407949147,True,False,2592.0,3.6371685082468166,3.375733798339516,,True,
3186,True,83.0,3.120550837904608,3.738576463456411,2.4030000000074545,2.0176184805111195,True,True,5000.0,4.3144439889726005,4.90170191217424,,True,
3187,True,83.0,3.4470547147880217,3.376335589662631,2.160000000006325,2.16944077273384,True,True,5000.0,5.155431094795034,6.064835991755391,,True,
3188,True,72.0,2.4023612729454507,2.665452077115333,2.6881552274007454,2.220930174071215,True,False,2304.0,6.614890864478114,3.1081175047589378,,True,
3189,True,72.0,2.641416083425149,3.3659745585428027,2.7900000000066894,2.1290556689997557,True,False,2304.0,3.0243870733600393,3.1837395739709415,,True,
3190,True,58.0,0.9850077421988301,0.8618638842344808,2.7885417982592267,2.280613218303358,True,False,2304.0,1.5042942312985361,3.2467788187034015,,True,
3191,True,58.0,0.9805705132614609,0.8191701529103739,2.745000000000643,2.2576517214574974,True,False,2304.0,1.2274518562967294,3.0914228430476602,,True,
3192,True,77.0,2.8434696211042865,3.3988729525081,3.0330000000015582,2.1717574704832945,True,False,768.0,4.509996155988619,3.7926537721589,,True,
3193,True,77.0,2.8541718184708014,3.1000526247626112,2.1600000000036217,2.1309751632996567,True,False,768.0,3.328445420275469,4.464079975247179,,True,
3194,True,81.0,3.969108971855223,4.362687651275337,2.160000000004971,1.797749912752049,True,True,5000.0,4.381355915905086,6.2530014557885885,,True,
3195,True,81.0,3.7693810464673705,3.7331839032303833,2.1600000000019377,1.7573873417377295,True,True,5000.0,4.355427703915658,5.6314864221350485,,True,
3196,True,59.0,1.9109914496384346,0.4557495164772263,2.1600000000089716,2.296332312906823,True,False,432.0,5.676001391835347,2.615357613112247,,True,
3197,True,59.0,2.6257919822556888,2.6114334479316312,3.0330000000068957,2.326306116099084,True,False,432.0,5.96998699270339,4.037585594326075,,True,
3199,True,78.0,1.6800929561285283,1.5621820518063032,2.786488828115598,2.3203582725087952,True,False,256.0,3.4781023921618113,3.10611706597476,,True,
3200,True,82.0,3.2476796272937407,3.0115588949374796,2.1600000000079356,2.0558690342772326,True,True,5000.0,5.167674787260092,4.56379681710431,,True,
3201,True,82.0,1.3701084828049697,0.971524971879262,2.1600000000047235,2.2131540721106613,True,True,5000.0,2.7644996608476977,3.5009487924430944,,True,
3202,True,70.0,2.996923252554543,2.8014424877655983,2.74500000000284,2.25829224282421,True,False,2592.0,5.479351659615562,7.065309400217532,,True,
3203,True,70.0,3.195035967189946,3.31968459518248,2.1600000000068467,2.3416241246408442,True,False,2592.0,4.503455476796674,5.056556989700071,,True,
3204,True,77.0,3.3547270277438392,3.929501933947904,2.160000000006695,2.2033044370898907,True,False,1152.0,5.333652023544537,4.794578487140175,,True,
3205,True,77.0,2.0894520216271584,2.3711569323349977,2.610000000004026,2.1242884336172434,True,False,1152.0,3.3884951224276842,3.2422407835382594,,True,
3207,True,86.0,2.989949001685362,3.026122220649995,2.655000000004778,2.2562403799905697,True,False,768.0,4.283403995465833,5.728061269560362,,True,
3208,True,86.0,2.5121610744382807,2.2469071933519444,2.320156880834784,2.257113076520536,True,False,768.0,3.655534781693112,4.585189949729938,,True,
3209,True,89.0,3.3653658609002886,3.77730541071287,2.4030000000096345,2.1221946843067916,True,False,4608.0,4.2563641752525445,4.8137075056287495,,True,
3210,True,89.0,2.6358851791712468,2.6303394922251755,2.2759820041514507,2.178611250085704,True,False,4608.0,3.8176886347406667,3.7005049345738215,,True,
3211,True,94.0,2.1437265509396077,2.35398644806628,2.4345718287998963,2.0879863269667265,True,False,2048.0,1.6509272823287209,2.8718059463966767,,True,
3212,True,91.0,3.296298077829101,3.323705843908101,2.254894775992238,2.2531442290497075,True,False,864.0,4.337835164921453,5.23895720861298,,True,
3214,True,86.0,3.745679148221251,3.8435047197781387,2.160000000005922,2.279037474966131,True,False,768.0,7.171065004071299,5.78595947133093,,True,
3215,True,86.0,3.1244969050396048,3.495477524043963,2.400475324266788,2.097540793548483,True,False,768.0,5.216478784957754,4.413648527030086,,True,
3216,True,15.0,0.5393915048291337,0.8062056159651547,3.0600000000056573,2.437501649353288,True,False,12.0,0.34514924091344784,0.31611759764484265,,True,
3217,True,14.0,0.5178679574910566,0.6851837541362329,2.9250000000032546,2.2936771215888254,True,False,8.0,0.7232902411227871,0.38245204393006027,,True,
3218,True,15.0,0.45318533589405047,0.6648985511237697,2.9194660691341787,2.0491346724166277,True,False,8.0,0.23913373593437043,0.273195917200205,,True,
3220,True,15.0,0.3929640776638879,0.5966536972409813,2.8980000000081407,2.367925591504091,True,False,8.0,0.22675475103498685,0.18290217175381043,,True,
