rxn_id,ok,rmsd,ref_d1,ref_d2,gen_d1,gen_d2,dd1,dd2
18,True,0.2243692570670687,3.1019546263283737,3.114753035298304,2.4872015923519353,2.4979179465198613,-0.6147530339764384,-0.6168350887784428
19,True,0.2780591116846455,2.7338715497623514,2.5927485739461895,2.629662033752056,2.4767570641718173,-0.10420951601029538,-0.11599150977437223
20,True,0.25291889219132047,2.1873706334775553,2.6058463518404147,2.1445600441204715,2.3565189143762457,-0.04281058935708382,-0.24932743746416897
22,True,0.44578612411940016,2.3865504030922957,2.279399614745076,2.4668139641361284,2.4166118430459615,0.0802635610438327,0.13721222830088564
23,True,0.7151626103608527,2.373437226682012,2.1823165715816764,2.2962400077489717,2.171645300072275,-0.0771972189330401,-0.010671271509401503
24,True,0.7575696160696671,2.471259244636224,2.131498254679088,2.7492154752345255,2.7902737126842947,0.27795623059830143,0.6587754580052065
25,True,0.74112898033149,2.3028652404124736,2.241156704672835,2.7452981495549804,1.8335677251931548,0.44243290914250677,-0.4075889794796801
26,True,0.29986496772964694,2.3488895071075606,2.6445851042649395,2.257341834772483,2.6187009379213197,-0.09154767233507766,-0.025884166343619786
27,True,0.2192318729203015,2.805322126423274,2.306603480986708,2.415675410356491,2.3741172193668114,-0.38964671606678314,0.06751373838010322
28,True,0.3243080333383287,2.638713793612335,2.3213061077333164,2.386496135371059,2.488646753871067,-0.25221765824127607,0.16734064613775068
29,True,0.9765195396236477,2.4620840057357913,2.1106951151930966,2.3529347998248906,2.272754840684978,-0.10914920591090072,0.1620597254918814
30,True,0.3325383596298253,2.010113133358419,2.723844855971059,2.176785909903866,2.494063057612818,0.16667277654544677,-0.22978179835824086
31,True,0.4296884914090372,2.2481159148273475,2.323998592297336,2.2329435245032507,2.502447930072272,-0.015172390324096785,0.1784493377749361
33,True,0.2786722518051114,2.887658133141803,2.18009570812843,2.5144356140989172,2.2238137921514474,-0.3732225190428857,0.04371808402301758
34,True,0.21880628838419688,2.6389405166657323,2.1368737780224643,2.336433085920716,2.4178165184786047,-0.3025074307450164,0.2809427404561404
35,True,0.8947872388840424,2.5484803486587846,2.605503035193012,2.398122229654902,2.6254771738975373,-0.15035811900388252,0.019974138704525135
36,True,0.28129846180181944,2.5197607770183263,2.56368602326806,2.478043423241207,2.6078069427183443,-0.04171735377711938,0.04412091945028429
37,True,0.17549624383158097,2.5468640360451125,2.5818017788745906,2.1736242295203647,2.283244746572299,-0.37323980652474775,-0.2985570323022917
38,True,1.0744194049857747,2.6395910412221055,2.521283676502904,2.3625942636697057,2.4520740625623443,-0.2769967775523998,-0.06920961394055958
41,True,0.7395786355972187,2.7123331902072803,2.2070499553476357,2.883619429191896,2.3331352855361818,0.17128623898461592,0.12608533018854606
42,True,0.27281696948188777,2.3355003043887623,2.7230111634365364,2.299171926992412,2.629642281370035,-0.03632837739635031,-0.09336888206650151
44,True,0.2695001311500563,2.7307666398101462,2.5563966989495195,2.930155026801312,2.496509944650932,0.19938838699116568,-0.0598867542985877
45,True,0.2985843773932929,2.7262419002355602,2.6597423331781593,2.597262996825312,2.8640207483113667,-0.12897890341024842,0.20427841513320733
46,True,0.317925085336081,2.7852662563388804,2.4091645916582785,2.469277944967111,2.3310730909420236,-0.3159883113717692,-0.07809150071625481
47,True,0.5419372561783987,2.044780241052813,2.148558879342151,2.0570428337616113,2.3340068282224453,0.012262592708798259,0.18544794888029426
48,True,1.3731415926731587,2.1931480523211375,1.9955737739808068,1.721084404343378,3.1189034840142136,-0.47206364797775957,1.1233297100334068
49,True,0.31532351961842725,2.3552831848845694,2.5884201431181912,2.266896503158669,2.5926288734653093,-0.08838668172590047,0.004208730347118106
50,True,0.8512990036969657,2.4940646403210964,2.4463832252735878,1.8052117087286468,2.144626656372619,-0.6888529315924496,-0.3017565689009687
51,True,1.0645473236893708,2.6360159809454875,2.4456912466826224,2.743153550007181,2.6335631026294015,0.10713756906169358,0.18787185594677913
52,True,0.6264380315078958,2.8461640856422883,2.2941040082350237,2.988770616009365,2.3103557489774165,0.1426065303670767,0.016251740742392773
55,True,0.19420304637149474,2.9065346550488607,2.5643133795423676,2.7532797672922746,2.2970589809970052,-0.15325488775658602,-0.26725439854536237
56,True,1.4810672535685232,2.6744894201697638,2.5647225447404636,2.092510866587316,3.5533074292574236,-0.5819785535824478,0.98858488451696
57,True,0.8021265166432014,2.328090733133054,2.535204688974837,2.4521148664777104,2.2894648409121725,0.12402413334465656,-0.24573984806266447
58,True,0.14261846929627978,2.709450755799042,2.295887025922661,2.6033596427791146,2.2897128944863367,-0.10609111301992735,-0.006174131436324171
61,True,0.9397682996453515,2.3286169371753696,2.5745828506575585,2.534400024389796,2.521845381196278,0.20578308721442662,-0.05273746946128055
62,True,0.3103489213345755,2.5226871793585506,2.3510664661808267,2.5101525426413827,2.344485339300291,-0.012534636717167924,-0.006581126880535582
63,True,0.9154807399711546,2.536522100613358,2.2559477499268463,2.28598366689047,2.043816770917344,-0.250538433722888,-0.2121309790095025
64,True,0.24278650280614164,2.4582256833334077,2.3187701470607216,2.3540554485969527,2.162316110764104,-0.10417023473645504,-0.1564540362966178
65,True,0.8656280267663203,3.3026941816946964,2.1595497576578317,3.230592621174326,2.041646284542207,-0.07210156052037053,-0.11790347311562455
66,True,0.49991965018012635,2.2521476121471258,2.9112059667601673,2.467341764209409,2.260368344988268,0.2151941520622831,-0.6508376217718994
67,True,0.4576956521812454,2.300034362808521,2.7930480091111933,2.3323000599191777,2.924873991886317,0.03226569711065652,0.13182598277512358
