arm,split,seed,fold,channel,train_mae,test_mae,n_train,n_test
B_concat,component,45,1,disp_dft,0.024966498782955402,1.3328103200668584,1394,387
B_concat,component,45,1,cpcm_dft,0.04859998917984714,2.7444302302512393,1394,387
B_concat,component,45,2,d1_own_dft,0.03831258637232326,2.849914323374653,1394,387
B_concat,component,45,2,d2_own_dft,0.0385119807579544,2.387456282239031,1394,387
B_concat,component,45,2,elst_dft,0.08760750702565906,6.121037140859557,1394,387
B_concat,component,45,2,pauli_dft,0.15049656279026444,10.409576697264669,1394,387
B_concat,component,45,2,oi_dft,0.0745520554128912,5.9881133038322805,1394,387
B_concat,component,45,2,disp_dft,0.020403307888620763,1.5645079044267605,1394,387
B_concat,component,45,2,cpcm_dft,0.04237612212343742,3.068652118560014,1394,387
B_concat,component,45,3,d1_own_dft,0.04649189174553214,2.6435199108894434,1394,387
B_concat,component,45,3,d2_own_dft,0.03489422709603348,2.75388648699622,1394,387
B_concat,component,45,3,elst_dft,0.09199825317181526,5.456767792360046,1394,387
B_concat,component,45,3,pauli_dft,0.15064677533931753,10.513556617111373,1394,387
B_concat,component,45,3,oi_dft,0.08108149050217743,5.473098971862754,1394,387
B_concat,component,45,3,disp_dft,0.02404072416099798,1.6601693087885385,1394,387
B_concat,component,45,3,cpcm_dft,0.04755220112014662,2.6726633318844706,1394,387
B_concat,component,45,4,d1_own_dft,0.04650651017685839,2.3914850518036133,1394,387
B_concat,component,45,4,d2_own_dft,0.03972601397326957,2.5331600411409725,1394,387
B_concat,component,45,4,elst_dft,0.08816514520191081,5.555935889896981,1394,387
B_concat,component,45,4,pauli_dft,0.14927690734272,10.010183959403102,1394,387
B_concat,component,45,4,oi_dft,0.07706117442881125,6.393397786870118,1394,387
B_concat,component,45,4,disp_dft,0.02222063182811982,1.642470977707999,1394,387
B_concat,component,45,4,cpcm_dft,0.05092893590915837,2.709802551145787,1394,387
B_concat,component,46,0,d1_own_dft,0.046817176814688076,2.7278364444607854,1393,388
B_concat,component,46,0,d2_own_dft,0.03935681505242115,3.1833103407010737,1393,388
B_concat,component,46,0,elst_dft,0.07947963397096176,3.6764095321502,1393,388
B_concat,component,46,0,pauli_dft,0.14296782558914312,8.21308096581576,1393,388
B_concat,component,46,0,oi_dft,0.08073360379535768,4.702884684541203,1393,388
B_concat,component,46,0,disp_dft,0.023170192970446677,1.307750168495422,1393,388
B_concat,component,46,0,cpcm_dft,0.04576266412966044,3.029789226893821,1393,388
B_concat,component,46,1,d1_own_dft,0.04425175177911768,2.1939805853583754,1394,387
B_concat,component,46,1,d2_own_dft,0.043202664211239326,1.8972595337049896,1394,387
B_concat,component,46,1,elst_dft,0.09007030730523467,4.711571422522526,1394,387
B_concat,component,46,1,pauli_dft,0.16202374604886663,7.497431036217205,1394,387
B_concat,component,46,1,oi_dft,0.09144380174684189,4.2652469578204,1394,387
B_concat,component,46,1,disp_dft,0.023292260674628085,1.338678855137887,1394,387
B_concat,component,46,1,cpcm_dft,0.049579132498517794,2.793204593466808,1394,387
B_concat,component,46,2,d1_own_dft,0.03893960367535752,3.242664086452472,1394,387
B_concat,component,46,2,d2_own_dft,0.03652370222876994,2.2941845452815355,1394,387
B_concat,component,46,2,elst_dft,0.08541180628456191,6.199181860933983,1394,387
B_concat,component,46,2,pauli_dft,0.1500987655846882,10.844781238130372,1394,387
B_concat,component,46,2,oi_dft,0.08536154115712465,6.279672169899939,1394,387
B_concat,component,46,2,disp_dft,0.020219791806595628,1.5553801117393917,1394,387
B_concat,component,46,2,cpcm_dft,0.04257116752148081,3.164561388730688,1394,387
B_concat,component,46,3,d1_own_dft,0.047025093529434604,2.9026541932431313,1394,387
B_concat,component,46,3,d2_own_dft,0.03708854613316543,2.7270869329472647,1394,387
B_concat,component,46,3,elst_dft,0.09048737786558927,5.273333885282667,1394,387
B_concat,component,46,3,pauli_dft,0.15991906586114277,9.863395688392504,1394,387
B_concat,component,46,3,oi_dft,0.09395318009513268,5.33255272522301,1394,387
