arm,channel,swap_type,n,mae_delta
B_concat,d2_own_dft,*C#N>>*C(=O)OC([H])([H])[H],305,3.0190743023775606
B_concat,d2_own_dft,*C#N>>*C([H])([H])[H],500,1.287595732690956
B_concat,d2_own_dft,*C#N>>*F,20,3.4912194285889884
B_concat,d2_own_dft,*C#N>>*[H],125,2.8746303058656397
B_concat,d2_own_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,1.8896037863038906
B_concat,d2_own_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,1.467793308512737
B_concat,d2_own_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,2.294325954605884
B_concat,d2_own_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,1.7839660490970832
B_concat,d2_own_dft,*C(=O)C([H])([H])[H]>>*[H],60,3.694048204711214
B_concat,d2_own_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,1.7084027646939068
B_concat,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,1.6979757882413777
B_concat,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,1.9663414286951868
B_concat,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,6.405995967387182
B_concat,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,1.4971746830715598
B_concat,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,1.628329276795439
B_concat,d2_own_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,2.7615656337957586
B_concat,d2_own_dft,*C(=O)OC([H])([H])[H]>>*[H],265,4.386174259465624
B_concat,d2_own_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,1.4597486055667366
B_concat,d2_own_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,0.7012650866785866
B_concat,d2_own_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,2.6850194773613016
B_concat,d2_own_dft,*C([H])([H])[H]>>*[H],445,1.9737149665768599
B_concat,d2_own_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,1.8005637280057523
B_concat,d2_own_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,3.6134439980230915
B_concat,d2_own_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,3.254899481288476
B_concat,d2_own_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,2.6777938216550514
B_concat,disp_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,1.4860256721510292
B_concat,disp_dft,*Br>>*C#N,10,0.9409750910120982
B_concat,disp_dft,*Br>>*Cl,30,1.3824318737130485
B_concat,disp_dft,*C#N>>*C(=O)C([H])([H])[H],490,1.1199542653446346
B_concat,disp_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,0.9361699670367135
B_concat,disp_dft,*C#N>>*C(=O)OC([H])([H])[H],305,1.380060294519593
B_concat,disp_dft,*C#N>>*C([H])([H])[H],500,0.8691897352142521
B_concat,disp_dft,*C#N>>*F,20,2.802575442827936
B_concat,disp_dft,*C#N>>*[H],125,1.8275384282928777
B_concat,disp_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,1.4459268477119172
B_concat,disp_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,1.0733044114250638
B_concat,disp_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,1.0851157205715867
B_concat,disp_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,1.1921193100531122
B_concat,disp_dft,*C(=O)C([H])([H])[H]>>*[H],60,1.9771540005170927
B_concat,disp_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,0.9902155415980182
B_concat,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,1.1130323363636903
B_concat,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,0.8770945784352083
B_concat,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,1.0193951502209575
B_concat,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,2.875645812285726
B_concat,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,0.8812011141422137
B_concat,disp_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,1.1422980246405372
B_concat,disp_dft,*C(=O)OC([H])([H])[H]>>*[H],265,2.318644322093184
B_concat,disp_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,1.0003550145627396
B_concat,disp_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,0.6575148457810075
B_concat,disp_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,1.1949469248979858
B_concat,disp_dft,*C([H])([H])[H]>>*[H],445,2.390388705239556
B_concat,disp_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,1.5488644533065223
B_concat,disp_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,5.088187085583445
B_concat,disp_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,1.5599524402808367
B_concat,disp_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,2.9789993432708477
B_concat,elst_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,8.795391676813281
B_concat,elst_dft,*Br>>*C#N,10,10.84535054509821
B_concat,elst_dft,*Br>>*Cl,30,10.827430820613397
B_concat,elst_dft,*C#N>>*C(=O)C([H])([H])[H],490,2.6781845256797796
B_concat,elst_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,3.2134626000179396
B_concat,elst_dft,*C#N>>*C(=O)OC([H])([H])[H],305,4.062036105056125
B_concat,elst_dft,*C#N>>*C([H])([H])[H],500,3.7455752802541764
B_concat,elst_dft,*C#N>>*F,20,12.881522224433485
B_concat,elst_dft,*C#N>>*[H],125,4.166044103377835
B_concat,elst_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,5.585992322395896
B_concat,elst_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,4.262560578833339
B_concat,elst_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,4.267692031589598
B_concat,elst_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,3.20957271069024
B_concat,elst_dft,*C(=O)C([H])([H])[H]>>*[H],60,7.066101393143995
B_concat,elst_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,4.128129276602599
B_concat,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,5.060316503894884
B_concat,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,3.798310073553792
B_concat,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,9.766409988586158
B_concat,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,5.41389707326611
B_concat,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,4.068170367237955
B_concat,elst_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,3.978663631923467
B_concat,elst_dft,*C(=O)OC([H])([H])[H]>>*[H],265,5.440151336883836
B_concat,elst_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,5.688892858537442
B_concat,elst_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,2.5949253683864266
B_concat,elst_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,4.7261258761591245
B_concat,elst_dft,*C([H])([H])[H]>>*[H],445,3.9972969470700646
B_concat,elst_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,3.107860466576324
B_concat,elst_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,5.736488312704852
B_concat,elst_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,4.3950133684684545
B_concat,elst_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,5.491282292124541
B_concat,oi_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,5.791933971996373
B_concat,oi_dft,*Br>>*C#N,10,4.72039843807185
B_concat,oi_dft,*Br>>*Cl,30,14.153547428362181
B_concat,oi_dft,*C#N>>*C(=O)C([H])([H])[H],490,2.268438669317862
B_concat,oi_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,3.7378365791446098
B_concat,oi_dft,*C#N>>*C(=O)OC([H])([H])[H],305,3.9383023544342457
B_concat,oi_dft,*C#N>>*C([H])([H])[H],500,6.077867361444613
B_concat,oi_dft,*C#N>>*F,20,14.70209136437109
B_concat,oi_dft,*C#N>>*[H],125,6.841597356294239
B_concat,oi_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,6.490244453212401
B_concat,oi_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,3.8838591643307154
B_concat,oi_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,5.827538417738286
B_concat,oi_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,2.4891314175052655
B_concat,oi_dft,*C(=O)C([H])([H])[H]>>*[H],60,7.044748587504758
B_concat,oi_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,3.95953069080088
B_concat,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,4.547929788456624
B_concat,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,4.317123734842796
B_concat,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,11.604092928844931
B_concat,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,8.897782369972122
B_concat,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,3.5965928112458467
B_concat,oi_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,4.063285347482238
B_concat,oi_dft,*C(=O)OC([H])([H])[H]>>*[H],265,6.157054804594363
B_concat,oi_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,4.784972248778488
B_concat,oi_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,3.408398429676793
B_concat,oi_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,2.9487430799980205
B_concat,oi_dft,*C([H])([H])[H]>>*[H],445,4.892271829002835
B_concat,oi_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,4.007370801149452
B_concat,oi_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,10.817616874443223
B_concat,oi_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,3.6669318794749164
B_concat,oi_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,5.707945069414032
B_concat,pauli_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,14.476536087976498
B_concat,pauli_dft,*Br>>*C#N,10,11.352013387110896
B_concat,pauli_dft,*Br>>*Cl,30,16.835125686743137
B_concat,pauli_dft,*C#N>>*C(=O)C([H])([H])[H],490,4.2530521893519255
B_concat,pauli_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,5.995975937499222
B_concat,pauli_dft,*C#N>>*C(=O)OC([H])([H])[H],305,7.777673588681157
B_concat,pauli_dft,*C#N>>*C([H])([H])[H],500,7.254681390334897
B_concat,pauli_dft,*C#N>>*F,20,23.001958939744185
B_concat,pauli_dft,*C#N>>*[H],125,7.382508996446977
B_concat,pauli_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,12.113164250750108
B_concat,pauli_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,4.501058548437918
B_concat,pauli_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,7.750240898416234
B_concat,pauli_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,4.173092068874574
B_concat,pauli_dft,*C(=O)C([H])([H])[H]>>*[H],60,9.19872868824439
B_concat,pauli_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,7.818039776011647
B_concat,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,7.424303930816222
B_concat,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,6.899566043034379
B_concat,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,19.78037160208272
B_concat,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,9.774878466602715
B_concat,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,5.836694631131746
B_concat,pauli_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,8.008131336937153
B_concat,pauli_dft,*C(=O)OC([H])([H])[H]>>*[H],265,9.086218392219712
B_concat,pauli_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,9.432033765059428
B_concat,pauli_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,6.270484719853567
B_concat,pauli_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,6.992788385215293
B_concat,pauli_dft,*C([H])([H])[H]>>*[H],445,7.215224504899295
B_concat,pauli_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,6.076273314757644
B_concat,pauli_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,17.57498133835751
B_concat,pauli_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,5.865421433987486
B_concat,pauli_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,8.132893960860825
C_symmetric,cpcm_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,1.7934730677332786
C_symmetric,cpcm_dft,*Br>>*C#N,10,0.7945588030265067
C_symmetric,cpcm_dft,*Br>>*Cl,30,1.097553342446057
C_symmetric,cpcm_dft,*C#N>>*C(=O)C([H])([H])[H],490,1.1905884130296167
C_symmetric,cpcm_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,2.6201866245514953
C_symmetric,cpcm_dft,*C#N>>*C(=O)OC([H])([H])[H],305,2.026766760763964
C_symmetric,cpcm_dft,*C#N>>*C([H])([H])[H],500,2.013098783852394
C_symmetric,cpcm_dft,*C#N>>*F,20,2.293428756362576
C_symmetric,cpcm_dft,*C#N>>*[H],125,1.8400049044707412
C_symmetric,cpcm_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,1.8742332173645095
C_symmetric,cpcm_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,1.9291222922427602
C_symmetric,cpcm_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,2.2346369057340514
C_symmetric,cpcm_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,1.6759941728164132
C_symmetric,cpcm_dft,*C(=O)C([H])([H])[H]>>*[H],60,4.0542875864386305
C_symmetric,cpcm_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,2.990013010492451
C_symmetric,cpcm_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,1.1347630454456428
C_symmetric,cpcm_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,2.3687895992654253
C_symmetric,cpcm_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,5.81913501824889
C_symmetric,cpcm_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,2.900855385934701
C_symmetric,cpcm_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,2.6664642427046794
C_symmetric,cpcm_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,1.9449094999875725
C_symmetric,cpcm_dft,*C(=O)OC([H])([H])[H]>>*[H],265,2.8383466757768123
C_symmetric,cpcm_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,2.636375930471545
C_symmetric,cpcm_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,1.0332142556382553
C_symmetric,cpcm_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,1.2199292882525943
C_symmetric,cpcm_dft,*C([H])([H])[H]>>*[H],445,1.7551529630849607
C_symmetric,cpcm_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,1.0963956665047783
C_symmetric,cpcm_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,1.5216931610583149
C_symmetric,cpcm_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,2.2630705509834215
C_symmetric,cpcm_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,1.490360240056901
C_symmetric,d1_own_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,2.7965718678678324
C_symmetric,d1_own_dft,*Br>>*C#N,10,1.2500576338519618
C_symmetric,d1_own_dft,*Br>>*Cl,30,1.4273707140553
C_symmetric,d1_own_dft,*C#N>>*C(=O)C([H])([H])[H],490,1.0939305845271545
C_symmetric,d1_own_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,1.2011166475321253
C_symmetric,d1_own_dft,*C#N>>*C(=O)OC([H])([H])[H],305,1.6055471294796273
C_symmetric,d1_own_dft,*C#N>>*C([H])([H])[H],500,1.1589618666670354
C_symmetric,d1_own_dft,*C#N>>*F,20,4.221358107608468
C_symmetric,d1_own_dft,*C#N>>*[H],125,1.2319276884293007
C_symmetric,d1_own_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,1.1125525970851793
C_symmetric,d1_own_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,1.311668412889018
C_symmetric,d1_own_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,1.8336512075722708
C_symmetric,d1_own_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,1.0842914195122217
C_symmetric,d1_own_dft,*C(=O)C([H])([H])[H]>>*[H],60,1.030633485771122
C_symmetric,d1_own_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,1.5299142354453987
C_symmetric,d1_own_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,1.21754017395652
C_symmetric,d1_own_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,1.721939367213917
C_symmetric,d1_own_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,5.974373090191777
C_symmetric,d1_own_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,1.9586189887025975
C_symmetric,d1_own_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,1.1517375205005143
C_symmetric,d1_own_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,1.7875659950489247
C_symmetric,d1_own_dft,*C(=O)OC([H])([H])[H]>>*[H],265,2.1226033611944977
C_symmetric,d1_own_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,2.2956260592917728
C_symmetric,d1_own_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,0.5929590749202758
C_symmetric,d1_own_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,0.8448081167534053
C_symmetric,d1_own_dft,*C([H])([H])[H]>>*[H],445,2.498163065353599
C_symmetric,d1_own_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,1.2152773086046134
C_symmetric,d1_own_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,1.1090315021423156
C_symmetric,d1_own_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,2.036441984842187
C_symmetric,d1_own_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,2.269743067431355
C_symmetric,d2_own_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,3.049257085393801
C_symmetric,d2_own_dft,*Br>>*C#N,10,0.5389621165064644
C_symmetric,d2_own_dft,*Br>>*Cl,30,1.742964679522294
C_symmetric,d2_own_dft,*C#N>>*C(=O)C([H])([H])[H],490,1.349583058816803
C_symmetric,d2_own_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,1.4081224605721252
C_symmetric,d2_own_dft,*C#N>>*C(=O)OC([H])([H])[H],305,2.763421096258019
C_symmetric,d2_own_dft,*C#N>>*C([H])([H])[H],500,1.0940469932425767
C_symmetric,d2_own_dft,*C#N>>*F,20,2.1034781325956606
C_symmetric,d2_own_dft,*C#N>>*[H],125,1.7974373534934664
C_symmetric,d2_own_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,1.2828393034152037
C_symmetric,d2_own_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,0.6985248619528854
C_symmetric,d2_own_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,1.2035073026992067
C_symmetric,d2_own_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,1.548712934420684
C_symmetric,d2_own_dft,*C(=O)C([H])([H])[H]>>*[H],60,3.087882682380978
C_symmetric,d2_own_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,1.2683192383484982
C_symmetric,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,0.9310768472572022
C_symmetric,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,1.7246238124220046
C_symmetric,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,2.540017857720893
C_symmetric,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,1.2107782937045533
C_symmetric,d2_own_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,0.9480390859163679
C_symmetric,d2_own_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,2.0547587777041234
C_symmetric,d2_own_dft,*C(=O)OC([H])([H])[H]>>*[H],265,2.3078338306575645
C_symmetric,d2_own_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,1.1209190509186104
C_symmetric,d2_own_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,0.5547065858717375
C_symmetric,d2_own_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,2.469625400003681
C_symmetric,d2_own_dft,*C([H])([H])[H]>>*[H],445,1.7999707756306507
C_symmetric,d2_own_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,1.30669833514782
C_symmetric,d2_own_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,2.826043554619731
C_symmetric,d2_own_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,1.828320056886411
C_symmetric,d2_own_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,1.7825602412944987
C_symmetric,disp_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,1.5043115061966226
C_symmetric,disp_dft,*Br>>*C#N,10,1.3094607727247256
C_symmetric,disp_dft,*Br>>*Cl,30,1.2329103627995992
C_symmetric,disp_dft,*C#N>>*C(=O)C([H])([H])[H],490,0.7505616218284714
C_symmetric,disp_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,0.7125923792570628
C_symmetric,disp_dft,*C#N>>*C(=O)OC([H])([H])[H],305,1.072963563385683
C_symmetric,disp_dft,*C#N>>*C([H])([H])[H],500,0.693844184015036
C_symmetric,disp_dft,*C#N>>*F,20,0.9471384144198858
C_symmetric,disp_dft,*C#N>>*[H],125,1.0933975600562715
C_symmetric,disp_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,0.900912111498735
C_symmetric,disp_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,0.7386943721000974
C_symmetric,disp_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,0.655543564435416
C_symmetric,disp_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,0.828343932734384
C_symmetric,disp_dft,*C(=O)C([H])([H])[H]>>*[H],60,1.2571740825392683
C_symmetric,disp_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,0.8492006202985661
C_symmetric,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,0.7133159598576856
C_symmetric,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,0.7239608245212923
C_symmetric,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,0.998794148436771
C_symmetric,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,1.8612462120141309
C_symmetric,disp_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,0.5682546112697612
C_symmetric,disp_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,0.7946672244870701
C_symmetric,disp_dft,*C(=O)OC([H])([H])[H]>>*[H],265,1.4729164899097025
C_symmetric,disp_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,0.7885163478046702
C_symmetric,disp_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,0.5714036634804008
C_symmetric,disp_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,0.7666721444617505
C_symmetric,disp_dft,*C([H])([H])[H]>>*[H],445,1.3362532894862673
C_symmetric,disp_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,0.9589306509857428
C_symmetric,disp_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,4.784678160145518
C_symmetric,disp_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,1.2398510564014404
C_symmetric,disp_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,2.043045614785412
C_symmetric,elst_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,5.247409628847906
C_symmetric,elst_dft,*Br>>*C#N,10,6.784236848518624
C_symmetric,elst_dft,*Br>>*Cl,30,8.33893625366121
C_symmetric,elst_dft,*C#N>>*C(=O)C([H])([H])[H],490,2.279294493388079
C_symmetric,elst_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,3.223732374870859
C_symmetric,elst_dft,*C#N>>*C(=O)OC([H])([H])[H],305,2.9559968569660517
C_symmetric,elst_dft,*C#N>>*C([H])([H])[H],500,3.7735599893263436
C_symmetric,elst_dft,*C#N>>*F,20,9.127359205633168
C_symmetric,elst_dft,*C#N>>*[H],125,3.725989090913068
C_symmetric,elst_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,4.497953306731542
