arm,split,seed,channel,n,mae_delta,median_err,sign_acc,spearman,slope
A_diff,component,44,elst_dft,1936.0,4.639980359857615,3.3831263420972384,0.746900826446281,0.6647316423520007,0.4351923832588341
A_diff,component,44,oi_dft,1936.0,4.825130452497488,3.3328742870698598,0.7804752066115702,0.7239089176309829,0.5676167817860793
A_diff,component,44,pauli_dft,1936.0,8.454631869113516,5.8218192645674165,0.7737603305785123,0.7029009811364337,0.443135933522868
A_diff,component,45,cpcm_dft,1936.0,2.5619901196619974,2.146608543845584,0.8223140495867769,0.847137292852207,0.7567660050468589
A_diff,component,45,d1_own_dft,1936.0,2.1027391437104814,1.3985062737708498,0.8992768595041323,0.9447881573426076,0.8722545779610795
A_diff,component,45,d2_own_dft,1936.0,1.9256910211416958,1.3634768767007586,0.8822314049586777,0.9331679534525854,0.8812124984239387
A_diff,component,45,disp_dft,1936.0,1.236003046277124,0.922250870555513,0.8605371900826446,0.8668150445219559,0.6679888048070131
A_diff,component,45,elst_dft,1936.0,4.700393427794055,3.333401775837082,0.7484504132231405,0.6635971718260975,0.4145137866312375
A_diff,component,45,oi_dft,1936.0,4.8060955328774035,3.3258478440983446,0.7851239669421488,0.7212346797793113,0.566859349951252
A_diff,component,45,pauli_dft,1936.0,8.509032860845263,5.859745334495223,0.7722107438016529,0.7095315841935307,0.43880383527631667
A_diff,component,46,cpcm_dft,1936.0,2.5364418276771015,2.0270854343099787,0.8192148760330579,0.8476867951398648,0.7618417780015064
A_diff,component,46,d1_own_dft,1936.0,2.0682250680671457,1.3917298621506777,0.8992768595041323,0.9443172272010049,0.8579306452076315
A_diff,component,46,d2_own_dft,1936.0,1.9347948770614771,1.3245161245501755,0.8822314049586777,0.934525987135349,0.8762701199505947
A_diff,component,46,disp_dft,1936.0,1.2242472135790048,0.924450378598924,0.8527892561983471,0.8682758593431577,0.6814328420235393
A_diff,component,46,elst_dft,1936.0,4.63868910188522,3.243611974562736,0.7582644628099173,0.6752324395669032,0.4276514089891996
A_diff,component,46,oi_dft,1936.0,4.852991116168902,3.388214659855816,0.7840909090909091,0.7174718244471497,0.5622151692912946
A_diff,component,46,pauli_dft,1936.0,8.504551181335948,5.915010334232079,0.7691115702479339,0.7060595575941008,0.44325183653291855
A_diff,swaptype_holdout,42,cpcm_dft,1936.0,2.493074273277588,2.015211344161306,0.8254132231404959,0.8503373614622673,0.7653041605991842
A_diff,swaptype_holdout,42,d1_own_dft,1936.0,1.8844861971622588,1.199307887810619,0.9018595041322314,0.9446313123761085,0.8861440896853753
A_diff,swaptype_holdout,42,d2_own_dft,1936.0,1.8213966458971038,1.263426769055414,0.8755165289256198,0.9311696374816257,0.9151265286920899
A_diff,swaptype_holdout,42,disp_dft,1936.0,1.216591011319458,0.9439191330385341,0.8662190082644629,0.8717849493989227,0.6960688230769652
A_diff,swaptype_holdout,42,elst_dft,1936.0,4.351288330070593,3.0540739840448303,0.7546487603305785,0.7024633075585868,0.483094414820046
A_diff,swaptype_holdout,42,oi_dft,1936.0,4.391812416371282,2.9195533209530993,0.7975206611570248,0.752185657421408,0.6200731436091356
A_diff,swaptype_holdout,42,pauli_dft,1936.0,7.675858107165653,5.01703094262016,0.7851239669421488,0.7444931264751914,0.5122793826628677
A_diff,swaptype_holdout,43,cpcm_dft,1936.0,2.486809302697613,2.002202651197585,0.8254132231404959,0.8476928395327304,0.7684688614050712
A_diff,swaptype_holdout,43,d1_own_dft,1936.0,1.8774801459000277,1.1862634083415182,0.9085743801652892,0.9472261032571488,0.8914808387770162
A_diff,swaptype_holdout,43,d2_own_dft,1936.0,1.8225798999439846,1.2637865693508665,0.8744834710743802,0.9324791208810107,0.9158185856851471
A_diff,swaptype_holdout,43,disp_dft,1936.0,1.1807837186434431,0.9259088425466793,0.8615702479338843,0.8772778339991756,0.6991192984195854
A_diff,swaptype_holdout,43,elst_dft,1936.0,4.342636709658857,3.0302365231137607,0.7582644628099173,0.7091844756309759,0.48202540173414976
A_diff,swaptype_holdout,43,oi_dft,1936.0,4.420123423638193,2.8941387692550613,0.8047520661157025,0.7481701299301367,0.618770742836571
A_diff,swaptype_holdout,43,pauli_dft,1936.0,7.6053553308329995,4.99786965595132,0.7944214876033058,0.7511334766325755,0.5191492498146225
A_diff,swaptype_holdout,44,cpcm_dft,1936.0,2.493104711503297,2.0387509162762587,0.8166322314049587,0.8483872385684323,0.7705366191992973
A_diff,swaptype_holdout,44,d1_own_dft,1936.0,1.8870475984781503,1.218423408017804,0.9018595041322314,0.94255720914489,0.8764282500015891
A_diff,swaptype_holdout,44,d2_own_dft,1936.0,1.8080498820693494,1.2373990680546347,0.881198347107438,0.9321797671564263,0.9094051840678904
A_diff,swaptype_holdout,44,disp_dft,1936.0,1.200504110368022,0.9251174387767733,0.8657024793388429,0.8750877826100947,0.6934222650744006
