id,e_barrier,distortion,interaction,distortion_dipole,distortion_dipolarophile
116,-25.39776195634126,16.56223804365874,-41.96,10.308359067686856,6.253878975971884
117,-30.40099827335368,57.90900172664632,-88.31,30.115832364595438,27.793169362050882
118,-5.610061933029169,18.76993806697083,-24.38,11.210023724298967,7.559914342671862
119,-0.7537422207213105,24.236257779278688,-24.99,7.744519453525487,16.4917383257532
120,-4.21424369324788,93.87575630675212,-98.09,48.70254814520661,45.17320816154552
121,-31.768701501588154,70.19129849841184,-101.96,46.23745161153708,23.95384688687475
122,-25.930800659046284,70.51919934095372,-96.45,41.84083303710451,28.678366303849216
123,-6.989366384023949,14.920633615976051,-21.91,6.313576701366633,8.60705691460942
124,-32.18075876420883,70.72924123579116,-102.91,25.85652724937095,44.87271398642022
125,-25.777869605691947,86.67213039430806,-112.45,44.23312691745341,42.439003476854644
126,-25.203771688669974,64.19622831133003,-89.4,37.82067964636557,26.375548664964466
127,2.081856796694538,25.191856796694537,-23.11,14.670787851226393,10.521068945468143
128,0.8177815432331741,29.217781543233173,-28.4,11.534860258569216,17.68292128466396
129,-21.223077578197696,14.426922421802301,-35.65,11.767354241864915,2.6595681799373856
130,-18.32665630967204,7.023343690327964,-25.35,-0.16761146023629472,7.190955150564259
131,-25.527824107309293,8.802175892690705,-34.33,5.8893731822057855,2.912802710484921
132,2.637724118321753,26.837724118321752,-24.2,20.021812160357364,6.8159119579643885
133,-11.007249519758709,17.522750480241292,-28.53,11.678432303991064,5.844318176250229
134,-27.017683779217997,38.21231622078201,-65.23,19.6305696939993,18.58174652678271
135,-16.04258125779174,142.13741874220827,-158.18,90.0520836668884,52.085335075319875
136,-20.287868202863358,12.01213179713664,-32.3,6.818231436918229,5.19390036021841
137,-11.913675172321595,8.816324827678406,-20.73,3.209851580351313,5.606473247327093
138,-15.533085429797415,9.596914570202584,-25.13,2.9485099919331534,6.64840457826943
139,-24.880211884591503,81.9497881154085,-106.83,55.963711331152744,25.986076784255747
140,-20.954557650416202,7.045442349583798,-28.0,1.1693382442249796,5.876104105358818
141,-28.59072743178723,10.239272568212767,-38.83,6.191471367301263,4.047801200911504
142,-23.43876642829708,8.141233571702921,-31.58,3.33640292008847,4.804830651614451
143,-29.435141868531574,97.68485813146843,-127.12,58.296044885942756,39.388813245525675
144,-10.440480000887536,24.49951999911246,-34.94,5.125802548323066,19.373717450789396
145,-22.70806714840384,11.451932851596158,-34.16,1.848942561427616,9.602990290168542
146,-24.470967975106674,10.879032024893327,-35.35,5.090836268325453,5.788195756567873
147,-14.531173059533291,20.59882694046671,-35.13,12.716685114849033,7.882141825617677
148,-18.656974835790578,17.193025164209423,-35.85,7.809986665480583,9.383038498728839
149,-4.27872825981331,14.69127174018669,-18.97,2.3216583742820758,12.369613365904613
150,-13.134896679099839,82.08510332090016,-95.22,44.65847358698428,37.42662973391588
151,-16.724449215092235,52.18555078490776,-68.91,33.386209207829225,18.79934157707854
152,-15.62658123938381,20.783418760616186,-36.41,7.876421678929175,12.90699708168701
153,-14.205751250294725,13.084248749705274,-27.29,5.956767936311765,7.127480813393509
154,-31.97138971379585,37.02861028620415,-69.0,15.42651643019061,21.60209385601354
155,-28.093989358181123,25.60601064181888,-53.7,18.46386205738357,7.142148584435311
156,-7.99361338157528,22.926386618424722,-30.92,10.846048555022504,12.080338063402216
157,-6.330533544508354,13.159466455491645,-19.49,6.08329935080064,7.076167104691004
158,4.460315983351194,175.0603159833512,-170.6,89.97130203975583,85.08901394359538
159,-38.365486151599626,74.75451384840038,-113.12,51.17393828828761,23.58057556011277
160,-14.561790112087369,12.38820988791263,-26.95,10.081265706470521,2.306944181442108
161,-28.952474212552033,124.41752578744797,-153.37,59.85512580310584,64.56239998434212
162,-34.255381147555646,39.56461885244435,-73.82,17.910051456312516,21.65456739613183
163,-12.76940718317256,56.380592816827445,-69.15,29.709791835462617,26.67080098136483
164,-15.931283067986328,114.44871693201367,-130.38,58.50870370453295,55.94001322748071
165,-15.9913002387682,18.5786997612318,-34.57,6.995874387805301,11.582825373426498
166,-11.69612841628049,18.96387158371951,-30.66,5.134942607843072,13.828928975876439
167,-30.960797405602406,101.3192025943976,-132.28,58.51778360093426,42.80141899346334
168,-27.656208044225806,64.1337919557742,-91.79,35.2780686130823,28.85572334269191
169,-20.991487262690264,21.428512737309738,-42.42,12.063779631446273,9.364733105863463
170,-2.775100040272708,21.094899959727293,-23.87,5.113180690929713,15.981719268797582
171,-31.03638569991648,108.48361430008353,-139.52,64.02262895491543,44.46098534516809
172,-24.950877027982216,8.079122972017784,-33.03,5.336259461844943,2.7428635101728407
173,-34.27474821929732,71.46525178070267,-105.74,35.215979908473585,36.24927187222909
174,-21.901411409920325,17.528588590079675,-39.43,12.207230927729773,5.321357662349902
175,-22.409803349926833,13.870196650073169,-36.28,5.201493781476648,8.66870286859652
176,-9.913516385154054,91.18648361484594,-101.1,39.730051905439154,51.456431709406786
177,-24.407268075468107,15.652731924531896,-40.06,3.1313109107078745,12.521421013824021
178,-23.9991213374609,26.9708786625391,-50.97,16.694397764452457,10.276480898086641
