,d1_own_dft,d2_own_dft,elst_dft,pauli_dft,oi_dft,disp_dft,cpcm_dft,cds_dft
d1_own_dft,1.0,-0.23930124398633917,0.06764945185680522,-0.06217267168038674,0.005049040877646753,-0.09599775708147477,-0.027817967611481285,-0.041381294763598475
d2_own_dft,-0.23930124398633917,1.0,0.010378124177870785,-0.00038917852785958916,-0.11087473872171133,-0.07963775418760297,0.008661898285510769,-0.060994661743956964
elst_dft,0.06764945185680522,0.010378124177870785,1.0,-0.7197920559032625,0.32473213135476797,0.08170294264418806,-0.21581156275805788,-0.029115057308985993
pauli_dft,-0.06217267168038674,-0.00038917852785958916,-0.7197920559032625,1.0,-0.49193872930584154,-0.12373782989541326,0.03890093734614711,-0.06177523991292919
oi_dft,0.005049040877646753,-0.11087473872171133,0.32473213135476797,-0.49193872930584154,1.0,0.03587906287964805,-0.2445578935977274,0.07981282429984465
disp_dft,-0.09599775708147477,-0.07963775418760297,0.08170294264418806,-0.12373782989541326,0.03587906287964805,1.0,0.08432211373147673,0.2849844193642557
cpcm_dft,-0.027817967611481285,0.008661898285510769,-0.21581156275805788,0.03890093734614711,-0.2445578935977274,0.08432211373147673,1.0,0.09285162152049173
cds_dft,-0.041381294763598475,-0.060994661743956964,-0.029115057308985993,-0.06177523991292919,0.07981282429984465,0.2849844193642557,0.09285162152049173,1.0
