model,fold,member,n_test,MAE,RMSE,tail_ratio,NMAE,R2_det
m3,0,0,114,14.673607927142529,19.726470845654326,1.344350410860117,0.41300314665445675,0.7985716540791646
m3,1,0,124,12.830140459201028,17.844180208390263,1.3908016256823954,0.41430716827964875,0.7864807863816848
m3,2,0,116,13.24434687299975,17.431650086235205,1.3161577730776437,0.3947576931988054,0.8220888177920391
m3,3,0,119,15.907747487686262,21.352995416527296,1.342301632148489,0.47570566852419327,0.7537357095278848
m3,4,0,122,13.476697060050535,17.09728875216238,1.2686557155643499,0.43465515575035396,0.8257342814789177
