rxn_id,terminated_normally,n_basis_fn,e_bond_kcal,e_orb_kcal,e_elst_kcal,e_pauli_kcal,e_xc_kcal,e_disp_kcal,e_cpcm_kcal,e_smd_cds_kcal,channel_sum_kcal,sum_minus_bond_kcal,sum_minus_bond_eh_kcal,n_nocv
335,True,630,-12.47,-37.04,-20.54,118.23,-49.18,-10.81,-9.77,-3.36,-12.47,0.0,-0.00135,72
336,True,680,-13.69,-54.0,-31.11,160.64,-61.92,-12.14,-11.99,-3.18,-13.7,-0.01,-0.00222,72
337,True,680,-20.55,-59.66,-35.59,169.39,-66.2,-12.02,-13.33,-3.15,-20.56,-0.01,0.00116,72
338,True,716,-13.16,-39.7,-31.78,134.93,-54.76,-12.79,-6.17,-2.88,-13.15,0.01,-0.00135,72
340,True,709,-9.99,-54.6,-63.3,230.55,-84.74,-13.53,-22.14,-2.21,-9.97,0.02,0.00143,72
341,True,709,-26.83,-77.13,-53.24,214.38,-86.27,-15.82,-5.61,-3.14,-26.83,0.0,-0.00021,72
344,True,692,-17.64,-41.21,-17.24,133.54,-53.98,-15.01,-20.62,-3.12,-17.64,-0.0,-0.00421,72
345,True,692,-17.82,-41.06,-24.05,127.04,-51.89,-13.58,-11.3,-2.98,-17.82,0.0,-0.00199,72
346,True,697,-16.26,-35.58,-33.67,133.41,-55.89,-13.84,-7.35,-3.35,-16.27,-0.01,-0.00167,72
347,True,697,-19.33,-36.23,-35.18,132.96,-55.41,-12.71,-9.38,-3.39,-19.34,-0.01,-0.00182,72
348,True,698,-22.47,-81.31,-63.26,226.42,-86.05,-10.54,-5.03,-2.71,-22.48,-0.01,0.00763,72
349,True,698,-21.21,-78.57,-63.1,222.17,-84.52,-10.53,-3.96,-2.71,-21.22,-0.01,0.00131,72
350,True,703,-18.61,-66.49,-40.44,190.01,-79.03,-16.65,-3.23,-2.78,-18.61,0.0,0.00459,72
351,True,703,-16.28,-60.72,-46.04,188.18,-77.66,-16.8,-0.6,-2.63,-16.27,0.01,0.00275,72
352,True,734,-15.24,-67.64,-56.84,216.9,-75.46,-11.53,-18.47,-2.18,-15.22,0.02,0.00146,73
353,True,734,-19.09,-60.75,-46.92,194.15,-79.02,-17.04,-6.51,-3.01,-19.1,-0.01,-0.00258,73
354,True,716,-23.64,-58.33,-66.99,220.55,-78.37,-11.9,-26.09,-2.52,-23.65,-0.01,-0.00313,73
355,True,716,-23.99,-63.23,-53.66,191.57,-76.32,-13.31,-6.5,-2.54,-23.99,0.0,-0.0067,73
356,True,716,-26.91,-66.74,-52.96,200.49,-80.4,-16.17,-8.13,-3.01,-26.92,-0.01,-0.00143,73
357,True,716,-23.23,-59.29,-55.71,196.32,-78.7,-15.36,-7.52,-2.96,-23.22,0.01,-0.00566,73
358,True,722,-15.76,-65.87,-42.07,195.02,-77.01,-14.43,-7.68,-3.72,-15.76,0.0,-0.00176,73
359,True,722,-16.67,-65.54,-44.78,188.75,-74.18,-14.59,-3.24,-3.08,-16.66,0.01,0.01079,73
360,True,698,-9.64,-52.38,-33.66,160.94,-63.77,-12.19,-5.28,-3.31,-9.65,-0.01,-0.00917,73
361,True,698,-10.83,-53.62,-27.71,159.65,-63.11,-12.44,-9.99,-3.6,-10.82,0.01,-0.00347,73
362,True,704,-11.43,-59.01,-30.06,168.18,-67.07,-12.87,-7.15,-3.45,-11.43,0.0,-0.00442,73
363,True,704,-3.57,-42.02,-42.51,171.83,-61.94,-10.92,-14.89,-3.12,-3.57,0.0,0.00031,73
365,True,692,-6.07,-64.89,-44.64,199.2,-74.95,-11.07,-6.64,-3.08,-6.07,-0.0,-0.00049,73
366,True,741,-15.96,-70.66,-58.44,207.73,-81.75,-14.9,4.42,-2.37,-15.97,-0.01,-0.00258,73
371,True,704,-23.07,-62.26,-48.71,188.73,-74.19,-13.42,-10.88,-2.34,-23.07,-0.0,-0.0006,73
372,True,704,-24.93,-62.35,-51.71,184.93,-73.65,-13.19,-6.41,-2.56,-24.94,-0.01,-0.00461,73
373,True,704,-23.34,-60.21,-53.14,181.82,-72.95,-13.44,-2.68,-2.72,-23.32,0.02,0.01754,73
374,True,704,-22.77,-57.19,-46.14,184.47,-73.13,-13.67,-14.28,-2.84,-22.78,-0.01,-0.00902,73
377,True,702,-18.8,-62.84,-56.24,209.45,-85.93,-18.49,-2.28,-2.47,-18.8,-0.0,0.00215,73
378,True,702,-20.36,-60.35,-55.68,203.56,-84.11,-18.15,-3.29,-2.33,-20.35,0.01,0.00225,73
380,True,673,-19.87,-41.16,-28.5,130.52,-54.51,-13.09,-9.44,-3.69,-19.87,0.0,-0.00244,73
382,True,704,-14.86,-43.32,-32.0,159.66,-57.68,-10.84,-27.81,-2.87,-14.86,-0.0,-0.00474,73
384,True,722,-20.69,-70.79,-44.85,191.19,-72.07,-12.84,-9.54,-1.8,-20.7,-0.01,-0.00594,73
385,True,722,-16.96,-52.38,-33.18,145.9,-57.06,-11.1,-7.44,-1.72,-16.98,-0.02,-0.00899,73
388,True,741,-3.88,-62.34,-55.88,205.33,-74.45,-12.26,-1.84,-2.44,-3.88,0.0,-0.01268,74
389,True,741,-12.92,-76.88,-41.97,203.36,-78.6,-13.74,-2.1,-2.99,-12.92,0.0,-0.01355,74
391,True,598,-22.2,-61.21,-44.35,180.58,-71.21,-11.82,-11.66,-2.54,-22.21,-0.01,0.00097,74
394,True,765,-23.54,-49.95,-34.34,154.74,-63.19,-16.22,-11.65,-2.93,-23.54,0.0,-0.00225,74
396,True,716,-9.3,-70.36,-51.98,206.66,-80.57,-15.31,5.2,-2.93,-9.29,0.01,0.00731,74
397,True,716,-14.38,-72.49,-39.22,196.49,-79.74,-16.49,0.35,-3.3,-14.4,-0.02,-0.00163,74
398,True,673,-22.57,-61.88,-44.79,182.38,-72.41,-13.46,-9.17,-3.25,-22.58,-0.01,-0.00294,74
399,True,673,-23.73,-65.04,-49.42,183.5,-71.85,-13.53,-4.32,-3.08,-23.74,-0.01,-0.00245,74
400,True,637,-11.9,-58.66,-51.31,190.13,-71.53,-9.65,-8.82,-2.05,-11.89,0.01,-0.00978,74
401,True,637,-7.12,-58.03,-52.57,200.43,-75.56,-11.03,-8.14,-2.21,-7.11,0.01,0.00662,74
402,True,637,-7.05,-60.14,-50.8,202.76,-76.22,-11.72,-8.55,-2.38,-7.05,-0.0,8e-05,74
403,True,637,-13.21,-62.67,-50.24,197.21,-74.51,-11.74,-8.8,-2.47,-13.22,-0.01,-0.00327,74
404,True,728,-21.05,-52.89,-44.09,171.7,-69.8,-14.34,-8.82,-2.81,-21.05,-0.0,-0.00138,74
405,True,728,-14.85,-60.98,-56.02,206.84,-74.23,-11.23,-16.91,-2.32,-14.85,-0.0,-0.0048,74
409,True,722,-31.7,-56.68,-39.93,162.59,-65.02,-12.04,-18.74,-1.88,-31.7,0.0,-0.00427,74
411,True,710,-17.17,-42.24,-30.87,148.3,-56.78,-12.88,-19.44,-3.27,-17.18,-0.01,-0.00804,74
412,True,704,-16.7,-72.53,-40.92,194.36,-73.93,-13.78,-6.77,-3.13,-16.7,0.0,-0.00328,75
413,True,704,-21.5,-69.91,-59.47,206.04,-81.23,-12.48,-2.52,-1.92,-21.49,0.01,-0.00026,75
414,True,704,-21.56,-73.23,-61.92,212.59,-82.35,-12.66,-2.15,-1.85,-21.57,-0.01,-0.00043,75
415,True,747,-17.83,-59.57,-40.0,175.28,-68.16,-14.01,-8.63,-2.74,-17.83,0.0,-0.00815,75
416,True,747,-19.58,-65.15,-38.26,183.47,-71.81,-14.76,-10.18,-2.89,-19.58,-0.0,-0.00311,75
419,True,674,-13.83,-59.42,-33.3,170.75,-66.7,-11.21,-10.78,-3.16,-13.82,0.01,-0.00073,75
421,True,592,-20.48,-74.4,-60.27,217.7,-82.14,-12.2,-5.65,-3.5,-20.46,0.02,-0.00229,75
422,True,592,-15.6,-72.56,-55.96,208.56,-79.03,-10.76,-2.77,-3.08,-15.6,-0.0,-0.00166,75
423,True,703,-21.86,-76.54,-64.2,220.92,-86.97,-15.66,2.88,-2.28,-21.85,0.01,0.021,75
424,True,703,-20.91,-84.61,-64.76,240.03,-90.41,-16.01,-3.13,-2.01,-20.9,0.01,-0.00192,75
425,True,703,-23.77,-80.43,-59.48,215.66,-83.69,-13.02,-0.57,-2.22,-23.75,0.02,0.00452,75
426,True,703,-24.61,-76.58,-58.36,212.55,-83.64,-13.96,-2.31,-2.32,-24.62,-0.01,-0.00071,75
427,True,622,-15.13,-81.68,-70.56,241.75,-89.08,-11.37,-1.98,-2.21,-15.13,-0.0,-0.00128,75
433,True,716,-20.47,-42.62,-32.61,131.5,-55.48,-11.51,-7.07,-2.68,-20.47,0.0,0.0031,75
434,True,716,-22.39,-45.84,-33.12,141.95,-59.44,-14.45,-7.83,-3.66,-22.39,-0.0,0.00398,75
437,True,715,-21.53,-81.0,-69.51,250.64,-91.81,-16.68,-10.46,-2.71,-21.53,-0.0,-0.00161,75
438,True,715,-23.16,-70.75,-55.33,219.42,-86.27,-18.02,-9.43,-2.78,-23.16,-0.0,-0.00359,75
439,True,710,-7.55,-39.14,-30.73,140.39,-58.03,-10.66,-6.83,-2.55,-7.55,-0.0,-0.00442,75
440,True,710,0.31,-51.94,-48.4,186.67,-67.5,-9.95,-6.2,-2.37,0.31,-0.0,-0.00106,75
448,True,667,-11.36,-44.87,-31.6,152.54,-62.71,-17.67,-4.15,-2.9,-11.36,-0.0,-0.00157,76
450,True,704,-18.91,-73.73,-57.46,223.17,-84.89,-13.11,-9.62,-3.27,-18.91,-0.0,-0.00133,76
451,True,704,-21.35,-73.69,-56.79,221.31,-85.02,-13.6,-10.22,-3.34,-21.35,0.0,-0.00049,76
452,True,728,-24.5,-77.27,-57.5,214.6,-85.81,-12.24,-3.41,-2.89,-24.52,-0.02,-0.00071,76
454,True,734,-21.86,-55.24,-52.58,206.89,-76.0,-14.8,-27.23,-2.87,-21.83,0.03,0.03623,76
455,True,734,-23.43,-78.62,-68.21,253.17,-97.23,-16.77,-12.79,-2.98,-23.43,-0.0,0.00327,76
458,True,691,1.15,-64.24,-77.07,255.35,-89.72,-10.74,-13.65,1.21,1.14,-0.01,-0.00375,76
461,True,741,-17.92,-67.98,-28.57,164.39,-65.12,-13.55,-3.65,-3.44,-17.92,-0.0,-0.00186,76
462,True,728,-18.82,-57.15,-47.66,184.29,-73.07,-13.87,-9.77,-1.59,-18.82,0.0,-0.00106,76
463,True,728,-0.15,-50.61,-55.47,209.59,-75.86,-11.82,-14.58,-1.39,-0.14,0.01,-0.00107,76
464,True,734,-23.61,-72.47,-45.79,229.88,-87.96,-16.19,-28.0,-3.08,-23.61,0.0,0.00029,76
466,True,686,13.14,-107.01,-100.44,346.26,-107.27,-9.25,-8.99,-0.15,13.15,0.01,-0.00257,76
469,True,740,-19.23,-58.77,-50.88,199.02,-80.79,-12.89,-11.62,-3.28,-19.21,0.02,0.01722,76
470,True,740,-13.66,-72.51,-66.16,243.0,-84.2,-9.96,-21.42,-2.41,-13.66,-0.0,-0.00289,76
473,True,759,-19.66,-58.83,-48.66,194.98,-79.32,-17.34,-7.55,-2.94,-19.66,0.0,-0.00629,77
474,True,759,-9.58,-46.13,-43.65,184.91,-71.25,-16.73,-13.29,-3.44,-9.58,-0.0,-0.00207,77
475,True,759,-8.88,-36.87,-29.42,139.49,-58.28,-16.9,-3.23,-3.66,-8.87,0.01,-0.00111,77
476,True,759,-6.48,-36.81,-22.01,140.04,-58.94,-15.78,-9.6,-3.39,-6.49,-0.01,0.00139,77
477,True,735,1.32,-47.02,-54.28,211.08,-75.19,-11.18,-20.04,-2.05,1.32,0.0,-0.00186,77
478,True,735,-22.15,-68.6,-57.69,200.84,-77.74,-10.36,-6.63,-1.97,-22.15,0.0,-0.00192,77
479,True,735,-22.43,-66.65,-55.71,199.79,-76.7,-10.48,-10.78,-1.92,-22.45,-0.02,-0.002,77
481,True,753,-27.95,-56.98,-50.75,179.51,-73.09,-15.28,-8.53,-2.84,-27.96,-0.01,-0.00215,77
482,True,753,-27.75,-56.12,-47.51,169.19,-67.73,-12.87,-10.05,-2.66,-27.75,0.0,-0.01369,77
483,True,753,-21.06,-66.54,-56.05,214.48,-77.14,-12.43,-21.0,-2.38,-21.06,-0.0,-0.00313,77
484,True,753,-27.47,-56.13,-47.98,169.63,-68.06,-13.01,-9.27,-2.67,-27.49,-0.02,-0.01314,77
485,True,747,-30.47,-98.02,-65.26,254.9,-91.12,-13.6,-14.79,-2.59,-30.48,-0.01,-0.00225,77
486,True,747,-2.71,-67.91,-70.21,253.3,-89.35,-12.55,-16.0,-0.01,-2.73,-0.02,-0.00682,77
487,True,747,-32.19,-97.64,-68.97,257.54,-91.77,-13.36,-15.43,-2.57,-32.2,-0.01,-0.00405,77
489,True,752,-21.23,-69.58,-64.38,241.6,-96.05,-17.06,-12.8,-2.95,-21.22,0.01,0.00489,77
490,True,727,-14.81,-60.83,-57.77,195.41,-78.19,-11.1,-0.53,-1.8,-14.81,-0.0,-0.00192,77
492,True,704,-8.35,-55.02,-41.62,182.03,-71.87,-11.23,-8.76,-1.88,-8.35,-0.0,-0.00338,77
493,True,704,-7.64,-45.06,-42.62,169.54,-68.16,-12.19,-7.04,-2.11,-7.64,-0.0,-0.00175,77
496,True,728,-20.47,-77.48,-65.3,222.46,-85.07,-10.99,-2.5,-1.58,-20.46,0.01,-0.00131,77
497,True,728,-21.68,-75.5,-69.32,228.3,-87.91,-14.37,-1.14,-1.73,-21.67,0.01,-7e-05,77
498,True,728,-21.55,-78.9,-63.49,220.81,-84.99,-11.51,-1.84,-1.63,-21.55,0.0,-0.00104,77
499,True,728,-8.19,-77.62,-72.58,255.48,-92.75,-12.2,-7.02,-1.5,-8.19,-0.0,-0.0004,77
500,True,628,-22.0,-64.69,-47.38,185.48,-74.55,-13.45,-4.0,-3.42,-22.01,-0.01,0.00486,77
501,True,628,-18.08,-57.3,-55.87,186.19,-75.0,-13.15,0.43,-3.37,-18.07,0.01,0.00481,77
502,True,628,-19.04,-61.4,-47.16,176.66,-70.37,-10.08,-3.72,-2.98,-19.05,-0.01,0.00295,77
503,True,628,-16.69,-59.68,-49.1,186.93,-74.72,-12.82,-4.11,-3.18,-16.68,0.01,0.00664,77
508,True,716,-19.54,-60.89,-51.39,198.66,-79.3,-16.48,-6.99,-3.16,-19.55,-0.01,-0.00574,77
509,True,716,-22.53,-64.99,-49.28,197.83,-77.3,-15.45,-9.79,-3.55,-22.53,0.0,-0.00063,77
510,True,716,-20.76,-75.39,-55.08,203.64,-77.98,-11.69,-1.6,-2.66,-20.76,-0.0,-0.00086,77
514,True,617,-21.46,-60.59,-36.31,158.0,-62.86,-12.86,-3.58,-3.25,-21.45,0.01,-0.00451,77
515,True,617,-20.98,-59.41,-33.91,155.02,-61.1,-12.76,-5.36,-3.46,-20.98,0.0,-0.00633,77
518,True,705,-6.61,-52.7,-29.78,160.7,-63.49,-11.85,-5.87,-3.62,-6.61,-0.0,-0.00952,77
519,True,705,-9.05,-54.36,-34.96,170.25,-67.24,-13.43,-5.12,-4.18,-9.04,0.01,0.00807,77
520,True,722,-23.04,-55.99,-42.85,164.35,-67.63,-13.14,-5.99,-1.79,-23.04,-0.0,-0.00384,77
521,True,722,-23.06,-56.54,-41.3,164.91,-68.15,-13.96,-5.79,-2.22,-23.05,0.01,-0.00055,77
522,True,722,-16.34,-48.44,-43.87,161.01,-67.71,-14.99,-0.36,-1.97,-16.33,0.01,0.01172,77
523,True,722,-16.4,-46.98,-46.17,161.14,-67.51,-14.01,-1.19,-1.69,-16.41,-0.01,-0.00063,77
526,True,704,-19.44,-61.22,-35.0,169.38,-66.98,-14.24,-7.96,-3.42,-19.44,-0.0,-0.00471,78
527,True,704,-17.27,-60.06,-41.53,176.79,-69.63,-14.66,-4.75,-3.45,-17.29,-0.02,-0.00302,78
528,True,729,-23.97,-74.07,-43.34,193.45,-71.79,-11.27,-13.81,-3.15,-23.98,-0.01,-5e-05,78
531,True,784,-22.27,-63.11,-42.22,168.57,-67.64,-14.62,-0.41,-2.85,-22.28,-0.01,-0.00155,78
535,True,753,-20.6,-60.48,-54.18,192.04,-78.77,-14.48,-2.55,-2.19,-20.61,-0.01,-0.00059,78
536,True,753,-18.37,-52.36,-48.47,176.81,-73.94,-14.8,-3.06,-2.57,-18.39,-0.02,-0.00714,78
538,True,747,-14.62,-47.34,-13.65,136.37,-56.35,-13.46,-16.72,-3.48,-14.63,-0.01,-0.00386,78
539,True,741,-18.04,-56.74,-51.54,178.06,-72.17,-12.44,-0.78,-2.43,-18.04,0.0,-0.00101,78
540,True,741,-5.82,-55.62,-54.1,214.83,-78.77,-12.84,-16.57,-2.75,-5.82,0.0,-0.0009,78
541,True,741,-20.47,-62.37,-49.28,195.41,-79.5,-17.07,-4.87,-2.78,-20.46,0.01,0.00535,78
542,True,741,-19.07,-58.41,-47.22,179.76,-72.11,-12.96,-5.74,-2.39,-19.07,-0.0,0.00481,78
544,True,772,-23.83,-58.99,-47.52,175.02,-71.74,-14.04,-4.23,-2.3,-23.8,0.03,0.01538,78
549,True,665,-20.57,-73.48,-64.1,219.67,-87.09,-13.32,-0.59,-1.67,-20.58,-0.01,-0.00236,78
550,True,665,0.84,-59.49,-66.15,219.35,-80.71,-9.78,-1.99,-0.4,0.83,-0.01,-0.00367,78
551,True,665,-21.07,-69.98,-59.85,198.71,-78.81,-9.49,0.07,-1.71,-21.06,0.01,0.00287,78
552,True,665,-20.9,-69.47,-59.1,197.48,-78.42,-9.47,-0.21,-1.7,-20.89,0.01,0.00214,78
554,True,735,-23.24,-60.81,-39.68,171.97,-69.59,-14.73,-7.74,-2.65,-23.23,0.01,-0.00103,78
555,True,735,-19.87,-55.83,-51.52,175.99,-71.61,-12.41,-2.03,-2.45,-19.86,0.01,-0.00097,78
556,True,735,-19.95,-55.88,-51.14,174.7,-71.13,-12.38,-1.66,-2.46,-19.95,-0.0,-0.00111,78
557,True,759,-23.66,-57.79,-41.86,168.73,-61.75,-12.63,-15.65,-2.71,-23.66,-0.0,-0.01128,78
561,True,765,-16.3,-55.66,-38.82,165.73,-68.15,-13.53,-2.98,-2.89,-16.3,-0.0,-0.00545,79
562,True,765,-16.62,-55.07,-40.16,164.8,-68.14,-13.63,-1.41,-3.01,-16.62,0.0,-0.00111,79
565,True,671,-18.03,-56.58,-48.79,181.03,-73.09,-14.45,-2.04,-4.12,-18.04,-0.01,-0.00135,79
566,True,671,2.89,-58.38,-52.36,211.24,-73.82,-9.11,-11.37,-3.32,2.88,-0.01,-0.00121,79
569,True,791,-6.16,-57.76,-47.79,193.48,-68.07,-11.55,-12.72,-1.75,-6.16,-0.0,-0.00213,79
570,True,791,-24.19,-60.29,-37.34,161.57,-63.43,-12.65,-10.28,-1.79,-24.21,-0.02,-0.00299,79
571,True,759,-26.79,-61.73,-48.17,182.81,-74.51,-16.0,-5.77,-3.43,-26.8,-0.01,-0.00061,79
572,True,759,-25.5,-61.26,-37.46,176.02,-72.52,-15.47,-11.54,-3.27,-25.5,0.0,-0.00113,79
573,True,790,-22.4,-67.5,-52.94,205.46,-80.13,-15.32,-9.13,-2.85,-22.41,-0.01,-0.00172,79
574,True,790,-23.49,-67.09,-55.72,198.97,-79.27,-15.02,-2.71,-2.63,-23.47,0.02,0.01782,79
580,True,765,-11.95,-69.09,-66.62,234.98,-88.92,-13.01,-6.42,-2.86,-11.94,0.01,-0.00114,79
581,True,797,-18.85,-54.29,-35.54,153.45,-61.69,-13.0,-4.7,-3.08,-18.85,-0.0,-0.00289,79
582,True,797,-19.77,-56.07,-33.6,152.95,-61.8,-13.64,-4.48,-3.13,-19.77,-0.0,-0.00154,79
583,True,765,-21.91,-64.52,-48.34,197.81,-78.43,-14.38,-11.09,-2.98,-21.93,-0.02,-0.01161,79
584,True,765,-21.4,-60.62,-39.84,192.23,-75.58,-14.32,-20.27,-3.03,-21.43,-0.03,-0.01237,79
591,True,802,-14.35,-69.26,-61.25,222.76,-85.99,-10.87,-7.53,-2.21,-14.35,-0.0,-0.00088,80
594,True,802,-14.3,-69.02,-65.7,225.06,-86.66,-10.94,-4.84,-2.21,-14.31,-0.01,-0.0009,80
595,True,778,6.12,-75.96,-60.79,256.0,-87.54,-12.48,-11.37,-1.75,6.11,-0.01,0.00116,80
596,True,778,-15.61,-76.33,-50.0,222.07,-82.97,-14.35,-11.23,-2.82,-15.63,-0.02,-0.00925,80
610,True,692,-4.06,-58.23,-53.26,208.46,-76.27,-11.88,-10.16,-2.71,-4.05,0.01,-0.00029,80
615,True,783,-13.36,-53.88,-51.51,203.09,-82.16,-14.78,-11.13,-3.0,-13.37,-0.01,-0.01062,80
618,True,760,-23.18,-76.45,-44.62,209.79,-78.35,-14.06,-16.35,-3.15,-23.19,-0.01,-0.00232,80
619,True,760,-21.95,-74.9,-46.57,206.94,-77.78,-13.55,-13.06,-3.04,-21.96,-0.01,-0.00295,80
626,True,777,-19.98,-58.68,-51.77,195.14,-79.37,-15.26,-6.76,-3.29,-19.99,-0.01,-0.0071,80
628,True,628,-26.73,-59.24,-45.89,163.94,-67.49,-12.13,-3.46,-2.48,-26.75,-0.02,-0.00261,80
630,True,628,-22.55,-61.0,-52.02,186.13,-74.98,-15.46,-2.61,-2.62,-22.56,-0.01,0.00245,80
631,True,722,-16.13,-55.3,-50.78,183.01,-74.45,-14.29,-1.33,-2.99,-16.13,-0.0,-0.00016,80
632,True,722,-14.41,-53.48,-53.82,186.67,-74.8,-14.78,-1.12,-3.07,-14.4,0.01,0.00411,80
633,True,771,-15.54,-68.47,-47.59,187.0,-72.13,-12.73,0.31,-1.94,-15.55,-0.01,-0.0105,80
634,True,771,-16.11,-67.41,-49.52,189.65,-73.43,-13.54,0.17,-2.03,-16.11,0.0,-0.00781,80
636,True,754,-21.95,-61.08,-36.65,169.02,-67.53,-15.13,-7.08,-3.5,-21.95,0.0,-0.00391,81
640,True,772,-25.13,-69.17,-35.98,182.03,-70.99,-15.75,-11.95,-3.33,-25.14,-0.01,-0.00897,81
644,True,803,-16.24,-47.98,-36.39,150.53,-58.1,-12.24,-9.88,-2.18,-16.24,0.0,0.00146,81
645,True,641,-11.71,-73.14,-53.35,207.22,-75.56,-10.04,-5.13,-1.71,-11.71,-0.0,-0.00875,81
647,True,686,-16.13,-73.38,-39.28,194.75,-76.01,-17.01,-1.11,-4.1,-16.14,-0.01,-0.00366,81
650,True,695,-23.59,-55.83,-49.6,170.05,-71.04,-12.03,-3.66,-1.49,-23.6,-0.01,-0.00661,81
651,True,695,-25.44,-62.23,-52.05,180.38,-72.16,-10.4,-7.71,-1.27,-25.44,0.0,-0.00223,81
663,True,797,-20.85,-63.28,-31.18,172.91,-67.87,-14.41,-13.86,-3.17,-20.86,-0.01,-0.0071,81
664,True,797,-21.36,-61.12,-36.14,171.79,-66.83,-14.98,-10.82,-3.28,-21.38,-0.02,-0.0089,81
665,True,748,-6.4,-58.39,-47.84,189.27,-70.56,-8.93,-8.27,-1.69,-6.41,-0.01,-0.01261,81
666,True,748,-1.08,-50.73,-50.36,191.92,-65.52,-5.68,-19.62,-1.1,-1.09,-0.01,-0.00381,81
667,True,742,-18.14,-52.66,-37.63,164.77,-64.66,-12.44,-12.72,-2.81,-18.15,-0.01,-0.00091,81
668,True,742,-24.92,-63.02,-45.28,179.03,-69.76,-13.22,-9.51,-3.16,-24.92,-0.0,-0.00045,81
671,True,796,-27.62,-50.77,-42.82,162.85,-66.24,-11.65,-15.76,-3.24,-27.63,-0.01,-0.00702,81
680,True,723,-24.3,-62.28,-35.54,173.86,-69.01,-15.79,-11.83,-3.71,-24.3,0.0,-0.00038,81
683,True,747,-16.15,-59.76,-40.7,186.17,-74.77,-17.35,-6.69,-3.06,-16.16,-0.01,-0.00274,81
684,True,747,-15.18,-60.04,-42.72,189.48,-75.88,-17.03,-5.98,-3.0,-15.17,0.01,-0.00447,81
685,True,809,-22.22,-61.2,-49.43,176.6,-69.37,-9.37,-7.94,-1.52,-22.23,-0.01,-0.00182,81
686,True,809,-22.68,-60.16,-47.75,172.8,-68.18,-9.12,-8.62,-1.66,-22.69,-0.01,-0.00118,81
690,True,790,-28.76,-71.92,-70.01,220.72,-84.61,-12.9,-7.65,-2.4,-28.77,-0.01,-0.00106,81
692,True,760,-20.25,-44.77,-32.09,132.9,-55.51,-13.5,-5.05,-2.23,-20.25,0.0,-0.00185,81
693,True,760,-14.7,-38.62,-25.84,132.3,-56.05,-14.14,-9.69,-2.68,-14.72,-0.02,-0.00983,81
694,True,784,-28.63,-69.25,-64.73,218.46,-83.89,-12.8,-13.81,-2.62,-28.64,-0.01,-0.00421,81
695,True,784,-29.69,-69.88,-67.87,225.17,-87.98,-15.14,-11.65,-2.34,-29.69,-0.0,-0.00069,81
696,True,784,-29.11,-69.96,-65.24,218.73,-84.08,-12.75,-13.19,-2.6,-29.09,0.02,0.01599,81
697,True,784,-28.82,-70.04,-68.23,230.36,-87.94,-14.85,-15.59,-2.51,-28.8,0.02,0.01259,81
708,True,760,-7.33,-56.85,-40.18,185.04,-66.82,-12.04,-14.01,-2.49,-7.35,-0.02,-0.02292,82
709,True,760,-21.83,-67.45,-34.28,177.32,-70.55,-15.64,-7.99,-3.25,-21.84,-0.01,-0.00839,82
710,True,690,-16.04,-72.15,-55.97,199.17,-78.07,-13.5,6.94,-2.47,-16.05,-0.01,-0.00737,82
711,True,690,-16.44,-72.81,-56.18,200.37,-78.47,-13.49,6.6,-2.47,-16.45,-0.01,-0.00711,82
712,True,690,-14.03,-74.5,-56.54,219.55,-87.29,-18.12,5.62,-2.76,-14.04,-0.01,-0.00465,82
713,True,690,-17.37,-69.64,-66.99,216.7,-85.85,-18.35,9.71,-2.95,-17.37,0.0,-0.00778,82
715,True,766,-28.31,-67.74,-47.29,176.84,-70.33,-12.32,-4.84,-2.63,-28.31,0.0,-0.00445,82
716,True,766,-28.45,-68.17,-46.99,179.17,-72.64,-14.83,-1.91,-3.07,-28.44,0.01,-0.00132,82
717,True,766,-28.26,-68.19,-44.24,177.91,-70.7,-12.38,-8.03,-2.63,-28.26,-0.0,-0.00515,82
718,True,791,-20.25,-50.33,-30.47,142.07,-56.97,-11.5,-10.1,-2.96,-20.26,-0.01,-0.00203,82
720,True,791,-19.83,-49.83,-29.35,141.64,-56.81,-11.54,-10.98,-2.96,-19.83,-0.0,-0.00186,82
721,True,791,-18.07,-56.0,-37.11,167.3,-67.08,-16.31,-5.37,-3.51,-18.08,-0.01,-0.00585,82
727,True,809,-16.62,-47.64,-31.7,152.62,-61.62,-11.71,-13.09,-3.49,-16.63,-0.01,-0.00359,82
728,True,690,5.36,-65.87,-68.19,241.34,-83.18,-8.71,-7.6,-2.42,5.37,0.01,0.00419,82
729,True,690,-11.03,-53.67,-40.53,165.6,-66.7,-11.2,-1.33,-3.21,-11.04,-0.01,-0.00232,82
734,True,803,-13.67,-60.58,-53.16,200.69,-77.15,-9.83,-11.63,-2.01,-13.67,-0.0,-0.00083,82
737,True,803,-14.07,-59.9,-51.6,200.99,-77.25,-10.01,-14.29,-2.02,-14.08,-0.01,-0.00143,82
744,True,804,-16.84,-33.09,-19.36,113.0,-46.11,-13.08,-15.74,-2.46,-16.84,-0.0,-0.00428,83
746,True,804,-16.77,-32.86,-18.77,112.59,-45.96,-13.05,-16.27,-2.46,-16.78,-0.01,-0.00708,83
757,True,790,-19.54,-64.75,-58.31,214.9,-84.76,-13.9,-10.61,-2.11,-19.54,-0.0,0.00454,83
758,True,790,-20.65,-75.67,-67.17,227.18,-88.0,-11.24,-3.97,-1.79,-20.66,-0.01,0.00861,83
759,True,790,-19.76,-74.88,-67.38,229.48,-88.36,-11.47,-5.37,-1.78,-19.76,0.0,-0.00129,83
