rxn_id,terminated_normally,n_basis_fn,e_bond_kcal,e_orb_kcal,e_elst_kcal,e_pauli_kcal,e_xc_kcal,e_disp_kcal,e_cpcm_kcal,e_smd_cds_kcal,channel_sum_kcal,sum_minus_bond_kcal,sum_minus_bond_eh_kcal,n_nocv
3435,True,536,-17.08,-57.48,-39.76,164.58,-65.68,-10.38,-5.89,-2.46,-17.07,0.01,-0.00033,54
3436,True,519,2.78,-48.16,-51.22,208.64,-71.24,-8.26,-25.45,-1.56,2.75,-0.03,-0.01032,54
3437,True,555,-5.31,-36.94,-31.67,135.88,-56.51,-10.87,-2.59,-2.61,-5.31,-0.0,0.00149,54
3439,True,537,-17.79,-51.6,-38.92,157.96,-63.08,-11.49,-7.43,-3.23,-17.79,0.0,-0.00111,54
3440,True,560,-14.33,-52.62,-42.16,175.48,-74.72,-17.06,-0.73,-2.53,-14.34,-0.01,-0.00085,54
3441,True,549,-12.11,-47.72,-36.74,149.0,-60.56,-7.6,-5.47,-3.02,-12.11,-0.0,-0.00061,54
3449,True,519,-14.79,-61.93,-45.56,173.98,-63.62,-8.35,-8.39,-0.93,-14.8,-0.01,-0.00382,55
3452,True,560,-19.95,-63.22,-56.28,214.39,-79.17,-13.32,-20.62,-1.71,-19.93,0.02,0.00797,55
3453,True,537,-15.8,-55.67,-35.32,167.66,-66.99,-12.54,-9.42,-3.53,-15.81,-0.01,-0.00106,55
3454,True,537,-16.71,-53.4,-38.08,163.97,-65.13,-12.18,-8.1,-3.79,-16.71,0.0,-0.0034,55
3455,True,549,-8.94,-70.88,-33.35,191.86,-75.9,-15.5,-2.17,-3.0,-8.94,0.0,-0.00873,55
3456,True,549,-11.21,-53.54,-45.36,169.33,-68.06,-15.33,4.9,-3.16,-11.22,-0.01,0.00021,55
3457,True,560,-25.06,-84.77,-65.83,240.94,-93.05,-12.44,-8.67,-1.24,-25.06,0.0,-0.00721,55
3460,True,531,-21.07,-43.56,-31.26,134.53,-53.2,-10.73,-14.33,-2.53,-21.08,-0.01,-0.00189,55
3461,True,537,-17.06,-47.73,-35.02,142.99,-57.51,-8.26,-8.24,-3.3,-17.07,-0.01,-0.00599,55
3463,True,560,-19.04,-75.51,-62.66,231.73,-93.11,-15.31,-1.33,-2.85,-19.04,-0.0,-0.00023,55
3464,True,566,-20.39,-70.31,-62.11,228.18,-91.21,-15.01,-6.85,-3.08,-20.39,0.0,0.00082,55
3465,True,573,-19.59,-66.58,-59.97,207.3,-82.56,-12.42,-3.72,-1.65,-19.6,-0.01,-0.00151,55
3467,True,549,-17.54,-74.64,-59.3,213.42,-81.74,-8.03,-4.95,-2.3,-17.54,-0.0,-0.00074,55
3475,True,568,-11.35,-48.29,-36.57,153.18,-61.36,-9.11,-6.18,-3.03,-11.36,-0.01,-0.00088,56
3476,True,568,-15.77,-58.0,-38.67,161.41,-63.75,-9.15,-4.53,-3.08,-15.77,-0.0,-0.00122,56
3482,True,585,-10.18,-42.1,-35.85,146.3,-62.16,-12.26,-1.82,-2.29,-10.18,0.0,0.00054,56
3484,True,555,-18.67,-57.13,-48.69,186.26,-74.44,-13.69,-7.61,-3.38,-18.68,-0.01,-0.00023,56
3485,True,555,-17.86,-58.12,-45.6,182.57,-73.02,-13.34,-6.99,-3.36,-17.86,-0.0,-0.00066,56
3486,True,550,-6.93,-60.49,-46.17,181.51,-68.57,-8.33,-1.92,-2.96,-6.93,-0.0,-0.001,56
3487,True,531,-15.9,-49.42,-39.77,175.5,-61.11,-7.0,-31.18,-2.93,-15.91,-0.01,-0.00602,56
3489,True,550,-18.0,-80.41,-48.07,208.47,-78.38,-13.23,-3.36,-3.01,-17.99,0.01,0.00395,56
3490,True,549,-14.1,-65.47,-48.45,195.65,-76.1,-10.45,-6.23,-3.05,-14.1,0.0,-0.00614,56
3491,True,550,-7.23,-41.95,-35.46,143.84,-56.4,-8.28,-6.13,-2.87,-7.25,-0.02,-0.00345,56
3492,True,579,-14.5,-64.03,-54.79,215.18,-87.2,-17.51,-2.97,-3.18,-14.5,0.0,0.00078,56
3493,True,531,-15.78,-73.89,-60.81,223.18,-82.81,-8.64,-9.87,-2.95,-15.79,-0.01,-0.00303,56
3494,True,592,-10.26,-58.4,-48.74,188.19,-75.73,-12.99,0.16,-2.75,-10.26,-0.0,-0.00227,57
3495,True,579,-19.41,-64.06,-53.58,204.5,-83.3,-14.81,-5.42,-2.74,-19.41,0.0,4e-05,57
3496,True,561,-24.31,-83.25,-70.32,244.15,-92.72,-12.47,-6.99,-2.7,-24.3,0.01,-0.00137,57
3497,True,567,-21.74,-74.34,-68.63,236.55,-92.64,-13.89,-6.09,-2.7,-21.74,0.0,-0.00058,57
3499,True,573,-26.11,-67.36,-51.31,193.54,-77.19,-13.07,-7.95,-2.79,-26.13,-0.02,-0.00793,57
3500,True,573,-14.75,-61.08,-51.39,200.44,-80.11,-13.58,-6.33,-2.69,-14.74,0.01,0.00184,57
3502,True,567,-14.94,-39.38,-29.95,134.33,-56.68,-13.08,-7.69,-2.49,-14.94,0.0,-0.00058,57
3504,True,603,-16.69,-63.65,-50.89,199.64,-82.28,-14.06,-2.71,-2.75,-16.7,-0.01,-0.00227,57
3505,True,603,-18.87,-61.94,-49.57,193.98,-79.85,-14.73,-3.86,-2.91,-18.88,-0.01,0.00151,57
3506,True,603,-16.75,-59.89,-47.68,192.09,-79.57,-14.98,-4.0,-2.72,-16.75,0.0,0.00161,57
3507,True,603,-15.99,-54.64,-44.17,174.54,-73.5,-12.12,-3.25,-2.96,-16.1,-0.11,-0.11067,57
3510,True,579,-20.44,-48.35,-39.54,166.08,-69.3,-16.57,-9.67,-3.09,-20.44,0.0,-0.00429,57
3511,True,567,-20.12,-73.28,-57.58,228.25,-88.36,-14.75,-11.28,-3.11,-20.11,0.01,-0.00113,57
3512,True,567,-13.52,-40.73,-32.88,144.12,-60.74,-14.0,-6.59,-2.69,-13.51,0.01,-0.00067,57
3513,True,573,-21.94,-64.17,-44.75,176.94,-71.67,-14.23,-1.48,-2.58,-21.94,-0.0,-0.00297,57
3516,True,579,-17.95,-62.68,-54.51,201.31,-80.85,-13.55,-5.08,-2.6,-17.96,-0.01,8e-05,57
3517,True,574,-6.3,-28.52,-22.27,111.25,-46.37,-9.58,-7.86,-2.96,-6.31,-0.01,-0.00143,57
3518,True,573,-19.66,-66.7,-53.37,205.61,-82.9,-14.08,-5.71,-2.51,-19.66,0.0,-0.00419,57
3530,True,579,-19.18,-73.61,-63.24,237.26,-91.19,-12.36,-14.27,-1.76,-19.17,0.01,-0.00187,58
3532,True,591,-17.84,-80.93,-63.81,241.96,-93.25,-14.01,-5.27,-2.53,-17.84,0.0,0.00294,58
3533,True,591,-25.82,-72.93,-61.19,224.2,-89.33,-16.37,-7.49,-2.72,-25.83,-0.01,-0.00116,58
3534,True,591,-23.74,-72.62,-52.01,213.62,-85.98,-16.05,-7.81,-2.89,-23.74,-0.0,0.00253,58
3535,True,592,-18.03,-71.95,-61.12,207.47,-77.86,-11.0,-1.76,-1.83,-18.05,-0.02,-0.00289,58
3543,True,598,-13.12,-54.09,-45.5,176.84,-71.51,-12.23,-3.78,-2.85,-13.12,-0.0,-0.00844,58
3544,True,579,-14.49,-40.54,-36.99,149.0,-62.22,-13.22,-7.96,-2.56,-14.49,0.0,-0.00078,58
3545,True,574,-11.36,-60.32,-56.91,202.11,-77.28,-10.83,-6.18,-1.96,-11.37,-0.01,-0.0012,58
3546,True,586,-22.82,-60.26,-46.95,189.43,-74.08,-15.46,-11.88,-3.62,-22.82,0.0,0.00136,58
3547,True,561,-7.48,-27.3,-20.4,103.53,-44.64,-9.31,-6.63,-2.74,-7.49,-0.01,-0.00763,58
3548,True,573,-14.26,-73.49,-63.42,238.73,-85.36,-10.85,-18.17,-1.7,-14.26,-0.0,0.0004,58
3549,True,573,-12.71,-39.72,-33.98,145.87,-60.75,-13.3,-8.23,-2.61,-12.72,-0.01,-0.00079,58
3550,True,573,-8.18,-49.17,-55.29,213.11,-77.77,-11.63,-25.96,-1.47,-8.18,0.0,0.003,58
3551,True,573,-14.41,-77.89,-74.74,251.94,-96.33,-13.9,-2.43,-1.04,-14.39,0.02,-0.00011,58
3552,True,561,0.82,-70.67,-62.58,233.33,-86.06,-8.54,-3.8,-0.86,0.82,0.0,0.00418,58
3554,True,598,-18.12,-55.95,-46.23,174.37,-71.02,-11.9,-4.59,-2.81,-18.13,-0.01,-0.00254,58
3555,True,585,-17.83,-44.21,-60.2,194.59,-75.7,-13.09,-16.61,-2.62,-17.84,-0.01,0.00196,58
3556,True,585,-29.83,-79.48,-56.38,222.27,-89.14,-15.66,-8.7,-2.74,-29.83,0.0,0.00099,58
3557,True,609,-16.06,-69.71,-57.9,226.36,-93.91,-19.28,0.85,-2.47,-16.06,0.0,0.00107,58
3558,True,591,-21.54,-83.62,-76.4,268.57,-106.17,-17.29,-3.86,-2.76,-21.53,0.01,0.00085,58
3559,True,580,-8.62,-77.63,-74.79,257.2,-94.79,-11.12,-5.98,-1.51,-8.62,-0.0,-0.00061,58
3560,True,568,-10.85,-78.33,-60.89,239.88,-90.09,-14.82,-4.09,-2.51,-10.85,-0.0,-0.00339,58
3561,True,568,-10.7,-81.01,-71.01,249.53,-88.77,-13.09,-4.0,-2.36,-10.71,-0.01,0.00526,58
3562,True,597,-22.98,-63.84,-56.64,211.4,-86.62,-16.38,-7.95,-2.96,-22.99,-0.01,-0.00039,58
3568,True,604,-6.68,-70.54,-67.6,239.33,-91.1,-11.98,-3.55,-1.25,-6.69,-0.01,0.00328,59
3569,True,586,-17.4,-38.73,-28.57,134.42,-56.17,-13.42,-12.05,-2.87,-17.39,0.01,-0.00081,59
3573,True,604,-12.12,-48.87,-40.4,165.12,-66.88,-12.3,-6.3,-2.49,-12.12,0.0,0.00128,59
3575,True,568,-21.17,-85.58,-57.11,235.21,-84.37,-9.08,-18.11,-2.13,-21.17,0.0,-0.00203,59
3578,True,604,-11.1,-54.0,-63.48,208.58,-77.81,-11.86,-12.21,-0.33,-11.11,-0.01,-0.0012,59
3579,True,586,-20.64,-55.51,-45.01,172.24,-68.92,-12.47,-7.78,-3.19,-20.64,0.0,-0.00908,59
3580,True,605,-13.83,-53.18,-42.0,168.66,-67.65,-12.64,-4.11,-2.93,-13.85,-0.02,-0.00909,59
3583,True,597,-5.26,-90.78,-87.28,294.14,-106.77,-12.47,-3.68,1.58,-5.26,-0.0,-0.00738,59
3585,True,580,-22.65,-54.61,-42.06,169.82,-66.58,-12.43,-13.65,-3.15,-22.66,-0.01,-0.00392,59
3586,True,598,-12.55,-64.83,-56.18,206.78,-76.62,-9.99,-9.66,-2.06,-12.56,-0.01,-0.00737,59
3587,True,580,-22.26,-76.03,-67.39,234.94,-88.46,-13.18,-9.44,-2.7,-22.26,0.0,-0.00326,59
3588,True,603,-18.38,-78.07,-70.9,254.03,-101.46,-17.02,-4.17,-0.79,-18.38,0.0,-0.00015,59
3589,True,592,-16.93,-66.76,-53.48,200.19,-78.42,-12.98,-2.51,-2.98,-16.94,-0.01,-0.00642,59
3592,True,586,-13.87,-77.6,-47.86,224.59,-88.02,-15.34,-6.49,-3.16,-13.88,-0.01,-0.00741,60
3593,True,586,-17.19,-79.16,-61.23,236.95,-89.29,-14.0,-7.39,-3.08,-17.2,-0.01,-0.01143,60
3594,True,586,-14.98,-55.81,-43.4,179.82,-70.84,-10.15,-11.45,-3.16,-14.99,-0.01,-0.00627,60
3596,True,604,-19.46,-55.99,-36.13,151.55,-61.38,-9.46,-5.08,-2.97,-19.46,0.0,-0.00123,60
3597,True,604,-16.48,-56.48,-38.66,159.03,-64.91,-8.87,-3.44,-3.13,-16.46,0.02,-0.0032,60
3598,True,604,-16.63,-51.46,-34.54,141.96,-56.64,-9.38,-3.56,-3.02,-16.64,-0.01,-0.01336,60
3599,True,604,-20.71,-56.29,-35.86,143.33,-58.08,-9.25,-1.68,-2.89,-20.72,-0.01,-0.00785,60
3601,True,580,-17.51,-68.09,-48.69,192.53,-75.06,-9.95,-5.09,-3.16,-17.51,0.0,-0.0008,60
3603,True,569,-13.99,-62.49,-38.58,173.64,-65.38,-10.44,-8.85,-1.9,-14.0,-0.01,-0.00509,60
3604,True,598,-23.24,-67.89,-54.35,203.88,-81.11,-13.94,-6.92,-2.92,-23.25,-0.01,-0.00077,60
3605,True,568,-16.26,-69.28,-58.18,212.67,-79.9,-8.56,-9.87,-3.11,-16.23,0.03,0.01823,60
3606,True,586,-13.59,-56.51,-45.11,184.49,-72.61,-10.12,-10.61,-3.11,-13.58,0.01,-0.00593,60
3610,True,604,-18.93,-73.41,-43.44,184.49,-66.1,-6.25,-12.0,-2.23,-18.94,-0.01,-0.00154,60
3614,True,628,-14.02,-44.39,-35.59,148.85,-64.22,-13.87,-2.59,-2.2,-14.01,0.01,0.00048,60
3616,True,586,-24.67,-96.88,-71.88,257.6,-97.56,-14.68,1.59,-2.85,-24.66,0.01,-0.00224,60
3617,True,592,-19.88,-70.18,-55.74,213.0,-82.89,-13.44,-7.71,-2.92,-19.88,-0.0,-0.00113,60
3619,True,598,-7.4,-64.47,-58.24,214.7,-79.48,-11.79,-5.85,-2.26,-7.39,0.01,0.00649,60
3620,True,598,10.29,-47.4,-44.55,182.08,-62.45,-6.61,-9.46,-1.32,10.29,0.0,0.00334,60
3621,True,598,-6.24,-66.49,-62.09,225.66,-83.26,-11.82,-6.04,-2.2,-6.24,-0.0,0.00062,60
3622,True,598,-8.94,-64.19,-55.52,213.04,-80.92,-11.68,-7.56,-2.12,-8.95,-0.01,0.00632,60
3623,True,598,-8.72,-61.13,-54.0,205.94,-79.27,-12.14,-6.03,-2.09,-8.72,-0.0,-0.00235,60
3624,True,580,-19.82,-50.51,-35.66,150.34,-59.8,-8.95,-12.02,-3.22,-19.82,0.0,-0.00791,60
3633,True,616,-16.06,-73.87,-42.99,196.64,-74.38,-13.27,-5.66,-2.54,-16.07,-0.01,-0.00061,60
3635,True,616,-12.6,-54.71,-34.35,155.72,-56.79,-9.89,-9.59,-2.99,-12.6,-0.0,-0.0017,60
3636,True,616,-8.98,-71.34,-48.77,203.25,-80.0,-13.02,3.63,-2.73,-8.98,-0.0,0.01044,60
3637,True,616,-16.61,-77.04,-45.9,200.7,-75.78,-13.35,-2.58,-2.67,-16.62,-0.01,-0.00288,60
3638,True,616,-15.23,-65.61,-45.34,193.34,-72.2,-13.77,-8.42,-3.23,-15.23,-0.0,-0.00447,60
3639,True,592,-15.4,-73.11,-62.94,240.34,-91.72,-14.39,-11.34,-2.24,-15.4,0.0,-0.00172,60
3645,True,616,-17.63,-61.79,-49.25,186.42,-75.05,-10.88,-5.5,-1.58,-17.63,-0.0,-0.00451,60
3646,True,616,-16.11,-74.95,-64.67,226.53,-86.59,-12.1,-3.02,-1.3,-16.1,0.01,0.00229,60
3648,True,616,-23.54,-71.2,-48.03,191.64,-76.79,-11.14,-5.75,-2.27,-23.54,-0.0,0.00308,60
3649,True,616,-24.17,-70.06,-43.34,173.56,-65.8,-10.8,-6.21,-1.51,-24.16,0.01,-0.00034,60
3651,True,616,-20.92,-66.35,-48.45,181.73,-68.3,-11.1,-6.78,-1.68,-20.93,-0.01,-0.00061,60
3652,True,616,-18.85,-61.38,-46.18,171.5,-63.29,-9.41,-8.86,-1.22,-18.84,0.01,-0.00047,60
3653,True,616,-23.86,-62.75,-37.24,167.62,-63.66,-10.47,-15.93,-1.44,-23.87,-0.01,-0.00103,60
3655,True,574,-15.76,-68.24,-57.82,213.19,-80.55,-9.62,-9.55,-3.17,-15.76,0.0,0.00465,60
3658,True,592,-20.18,-70.0,-56.48,212.38,-83.02,-13.07,-7.15,-2.84,-20.18,0.0,-0.00553,60
3663,True,634,-14.04,-69.75,-55.92,217.06,-85.29,-11.71,-5.34,-3.1,-14.05,-0.01,0.00308,61
3665,True,634,-16.36,-66.88,-56.16,214.17,-85.72,-15.13,-3.63,-3.01,-16.36,-0.0,-0.00323,61
3667,True,634,-14.72,-68.75,-53.67,217.69,-85.81,-14.95,-5.91,-3.31,-14.71,0.01,-0.00016,61
3668,True,634,-14.3,-71.08,-59.12,227.35,-89.13,-14.09,-5.2,-3.03,-14.3,0.0,-0.00091,61
3673,True,616,-20.69,-81.34,-77.95,260.01,-99.19,-12.96,-7.53,-1.74,-20.7,-0.01,-0.00126,61
3674,True,616,-17.94,-79.18,-77.87,259.86,-98.76,-13.24,-7.12,-1.61,-17.92,0.02,0.00375,61
3675,True,593,-14.96,-28.68,-15.39,103.9,-44.05,-12.57,-15.27,-2.95,-15.01,-0.05,-0.03867,61
3676,True,598,-24.52,-67.67,-48.81,192.37,-74.8,-12.43,-10.18,-3.02,-24.54,-0.02,-0.00855,61
3678,True,599,-25.51,-66.68,-42.19,184.36,-72.08,-14.22,-11.78,-2.92,-25.51,0.0,-0.00117,61
3680,True,611,-6.22,-48.78,-43.94,173.47,-62.05,-8.8,-14.04,-2.08,-6.22,0.0,0.00331,61
3681,True,611,-16.96,-62.12,-48.32,190.19,-74.19,-12.33,-7.76,-2.44,-16.97,-0.01,-0.00245,61
3682,True,592,-10.07,-66.36,-55.06,215.2,-82.58,-9.78,-9.25,-2.24,-10.07,-0.0,-0.00564,61
3683,True,611,-18.13,-59.17,-47.37,193.45,-76.7,-15.6,-9.66,-3.09,-18.14,-0.01,-0.00348,61
3686,True,623,-10.72,-62.63,-50.58,198.33,-77.41,-10.27,-5.17,-2.98,-10.71,0.01,-0.00035,61
3688,True,599,-26.03,-57.16,-40.41,178.22,-71.91,-14.42,-17.19,-3.15,-26.02,0.01,-0.00149,61
3689,True,617,-5.65,-29.33,-24.45,112.72,-47.45,-9.85,-4.66,-2.64,-5.66,-0.01,-0.00909,61
3690,True,569,-9.13,-48.76,-33.36,154.44,-58.73,-9.74,-11.04,-1.93,-9.12,0.01,0.00656,61
3691,True,616,-17.57,-39.45,-34.99,153.95,-65.29,-16.82,-12.01,-2.95,-17.56,0.01,-0.00016,61
3694,True,587,-16.14,-58.97,-37.67,181.11,-68.9,-11.03,-19.11,-1.56,-16.13,0.01,-0.00062,61
3695,True,616,-18.16,-68.37,-72.28,248.81,-90.63,-14.13,-19.73,-1.83,-18.16,0.0,0.00042,61
3697,True,616,-17.44,-75.67,-68.93,245.48,-96.56,-13.54,-7.25,-0.98,-17.45,-0.01,-0.00383,61
3698,True,616,-22.77,-81.49,-76.65,257.31,-98.98,-12.96,-8.63,-1.38,-22.78,-0.01,0.00227,61
3700,True,604,6.45,-82.62,-75.5,280.8,-89.94,-8.7,-18.52,0.92,6.44,-0.01,-2e-05,61
3714,True,622,-22.62,-62.89,-55.23,207.73,-83.56,-14.12,-11.85,-2.7,-22.62,-0.0,0.00186,62
3715,True,610,-14.7,-40.93,-35.05,145.4,-60.53,-12.33,-8.6,-2.66,-14.7,0.0,-0.00327,62
3716,True,629,-21.86,-81.84,-70.29,243.63,-93.88,-13.36,-3.69,-2.43,-21.86,-0.0,0.00188,62
3717,True,635,-18.0,-70.63,-55.86,223.79,-89.55,-19.32,-3.28,-3.17,-18.02,-0.02,-0.00272,62
3719,True,628,-22.04,-62.07,-54.18,201.85,-83.42,-14.53,-7.04,-2.65,-22.04,-0.0,0.00178,62
3722,True,616,-25.39,-67.0,-47.0,184.68,-74.47,-14.39,-4.68,-2.52,-25.38,0.01,0.00306,62
3730,True,635,-13.94,-75.48,-62.36,236.33,-91.21,-14.68,-3.76,-2.77,-13.93,0.01,-0.00039,62
3731,True,623,-17.46,-62.73,-53.26,192.03,-76.16,-11.47,-4.21,-1.67,-17.47,-0.01,-0.00323,62
3733,True,622,-16.41,-63.08,-54.55,209.1,-83.97,-14.69,-6.62,-2.6,-16.41,0.0,0.00234,62
3734,True,599,-14.84,-47.93,-35.61,150.24,-56.18,-12.02,-10.46,-2.88,-14.84,0.0,0.00109,62
3735,True,599,-24.01,-59.37,-32.47,168.47,-68.21,-14.48,-14.84,-3.12,-24.02,-0.01,-0.00867,62
3736,True,641,-11.24,-45.82,-36.91,155.67,-65.62,-14.76,-1.47,-2.35,-11.26,-0.02,-0.00132,62
3737,True,623,-15.43,-58.06,-51.6,192.02,-76.79,-13.16,-5.26,-2.6,-15.45,-0.02,0.00137,62
3739,True,647,-16.18,-72.29,-58.04,216.65,-86.66,-14.19,0.98,-2.62,-16.17,0.01,0.00241,62
3740,True,605,-14.56,-59.61,-46.1,180.43,-71.04,-10.13,-5.03,-3.09,-14.57,-0.01,-0.01079,62
3741,True,641,-13.75,-59.68,-51.71,197.41,-79.47,-13.9,-3.78,-2.63,-13.76,-0.01,-0.0087,62
3742,True,628,-18.75,-47.82,-40.93,169.38,-71.56,-16.93,-8.15,-2.73,-18.74,0.01,-0.00024,62
3743,True,599,-13.35,-77.95,-57.58,230.53,-85.92,-13.76,-5.47,-3.21,-13.36,-0.01,-0.00745,62
3744,True,599,-4.25,-70.0,-54.62,228.59,-85.72,-14.49,-4.86,-3.14,-4.24,0.01,-0.00097,62
3745,True,629,-11.41,-53.94,-43.27,172.27,-69.64,-11.15,-2.89,-2.79,-11.41,0.0,-0.00278,62
3746,True,622,-24.9,-77.57,-52.86,219.75,-87.75,-16.34,-7.06,-3.06,-24.89,0.01,0.0018,62
3747,True,622,-25.56,-72.76,-61.37,223.54,-89.11,-16.49,-6.49,-2.88,-25.56,-0.0,-4e-05,62
3748,True,600,-21.17,-58.42,-31.4,157.88,-61.46,-12.77,-11.69,-3.3,-21.16,0.01,0.00972,62
3749,True,641,-12.31,-78.92,-51.57,218.11,-84.46,-15.52,3.25,-3.16,-12.27,0.04,0.03346,62
3750,True,641,-7.6,-83.41,-63.39,237.06,-89.4,-13.25,7.78,-2.97,-7.58,0.02,0.01921,62
3751,True,641,-15.88,-89.75,-62.02,232.83,-80.55,-10.12,-3.81,-2.46,-15.88,0.0,0.00559,62
3752,True,641,-14.01,-77.91,-54.61,215.54,-83.65,-15.44,5.07,-3.02,-14.02,-0.01,0.00099,62
3753,True,641,-14.44,-83.31,-52.58,221.21,-85.84,-15.3,4.33,-2.96,-14.45,-0.01,-0.00214,62
3754,True,641,-14.65,-78.49,-57.46,219.96,-85.5,-15.03,5.0,-3.11,-14.63,0.02,0.01655,62
3755,True,622,-17.65,-63.33,-54.81,210.76,-85.48,-14.44,-7.81,-2.54,-17.65,-0.0,0.00104,62
3765,True,611,-22.01,-54.03,-40.02,166.16,-65.18,-12.22,-13.42,-3.29,-22.0,0.01,-0.00146,63
3768,True,646,-18.83,-73.95,-62.59,238.67,-97.15,-18.41,-2.68,-2.72,-18.83,-0.0,0.00069,63
3770,True,641,-15.3,-69.83,-57.22,213.26,-84.2,-12.17,-2.57,-2.57,-15.3,-0.0,0.00138,63
3772,True,641,-15.56,-70.89,-51.86,203.3,-79.87,-10.14,-3.06,-3.03,-15.55,0.01,0.0009,63
3773,True,623,-29.64,-53.39,-40.26,176.26,-71.42,-14.0,-23.86,-2.97,-29.64,-0.0,-0.00647,63
3780,True,611,-19.87,-73.73,-63.77,231.36,-87.84,-13.41,-9.5,-2.99,-19.88,-0.01,-0.00369,63
3781,True,617,-23.66,-70.63,-65.04,210.81,-82.27,-11.67,-2.45,-2.41,-23.66,0.0,-0.00098,63
3782,True,617,-18.11,-63.07,-61.39,209.31,-79.06,-9.56,-12.46,-1.88,-18.11,-0.0,-0.00365,63
3783,True,617,-22.75,-60.74,-57.48,189.72,-74.65,-9.42,-8.05,-2.14,-22.76,-0.01,-0.00467,63
3785,True,630,-3.36,-31.11,-23.43,119.24,-48.65,-10.08,-6.64,-2.71,-3.38,-0.02,-0.00445,63
3786,True,605,-7.43,-23.86,-17.3,99.1,-41.31,-9.72,-11.53,-2.82,-7.44,-0.01,-0.0019,63
3787,True,647,-17.19,-63.92,-56.72,209.75,-83.52,-13.23,-7.0,-2.55,-17.19,0.0,0.01519,63
3790,True,629,-19.66,-70.68,-54.72,217.95,-86.4,-17.17,-5.26,-3.38,-19.66,-0.0,-0.00089,63
3791,True,611,-19.39,-52.4,-36.7,156.65,-62.66,-11.87,-9.12,-3.29,-19.39,0.0,-0.00119,63
3792,True,641,-15.53,-72.92,-52.22,204.53,-80.8,-10.74,-0.42,-2.95,-15.52,0.01,0.00077,63
3799,True,677,-13.88,-70.48,-64.69,238.93,-96.12,-16.41,-2.09,-3.0,-13.86,0.02,0.00232,64
3800,True,623,-17.74,-39.16,-30.41,132.21,-54.27,-12.17,-11.11,-2.83,-17.74,0.0,-0.0025,64
3802,True,623,-22.0,-87.52,-73.7,259.56,-95.31,-14.72,-7.46,-2.85,-22.0,0.0,-0.00451,64
3803,True,623,-24.49,-91.14,-61.97,245.79,-93.61,-14.27,-6.51,-2.77,-24.48,0.01,-0.00209,64
3806,True,635,-25.73,-59.25,-45.94,177.71,-71.22,-13.43,-10.63,-2.96,-25.72,0.01,-0.01033,64
3807,True,672,-14.06,-58.18,-46.27,180.95,-74.05,-10.7,-3.0,-2.8,-14.05,0.01,0.00807,64
3808,True,617,-23.57,-48.12,-35.65,158.54,-57.88,-9.46,-28.12,-2.87,-23.56,0.01,-0.00299,64
3810,True,617,-11.92,-59.13,-56.06,198.82,-67.33,-7.34,-19.42,-1.46,-11.92,-0.0,-0.00164,64
3813,True,654,-6.16,-75.23,-62.54,242.02,-91.94,-13.66,-2.18,-2.64,-6.17,-0.01,-0.0081,64
3814,True,630,-16.32,-70.58,-44.72,212.24,-81.7,-17.06,-10.97,-3.53,-16.32,0.0,-0.00387,64
3815,True,630,-18.07,-73.72,-51.81,218.74,-83.88,-16.86,-7.03,-3.53,-18.09,-0.02,-0.01064,64
3821,True,660,-16.81,-79.54,-63.38,234.74,-91.3,-14.13,-0.92,-2.29,-16.82,-0.01,-0.0078,65
3829,True,659,-0.28,-95.48,-88.72,308.94,-107.9,-12.35,-6.63,1.85,-0.29,-0.01,-0.00257,65
3830,True,660,-15.53,-53.18,-49.85,187.36,-73.93,-13.99,-8.73,-3.22,-15.54,-0.01,-0.00022,65
3831,True,660,-16.96,-65.13,-47.63,197.39,-78.42,-14.63,-5.35,-3.2,-16.97,-0.01,-0.00921,65
3832,True,648,-18.91,-62.06,-50.78,202.88,-79.68,-15.56,-10.93,-2.79,-18.92,-0.01,-0.00646,65
3834,True,624,-27.83,-90.64,-59.43,231.62,-87.45,-13.53,-5.59,-2.81,-27.83,0.0,-0.00052,65
3836,True,636,-19.55,-101.0,-60.41,257.95,-93.81,-13.06,-7.34,-1.9,-19.57,-0.02,-0.00333,65
3838,True,660,-13.06,-40.72,-32.25,144.38,-60.32,-14.94,-6.27,-2.93,-13.05,0.01,-0.00542,65
3839,True,660,-10.95,-49.47,-29.19,162.83,-66.78,-15.61,-9.75,-2.98,-10.95,0.0,-0.00167,65
3840,True,630,-25.75,-64.13,-34.96,178.86,-70.31,-14.26,-17.82,-3.13,-25.75,0.0,-0.00165,65
3848,True,636,-4.48,-57.39,-47.75,204.2,-78.02,-13.35,-9.87,-2.31,-4.49,-0.01,-0.00428,65
3849,True,636,-5.04,-65.81,-57.25,216.96,-79.63,-11.78,-5.27,-2.24,-5.02,0.02,0.00687,65
3851,True,635,-21.92,-69.6,-58.73,215.29,-84.43,-14.51,-6.83,-3.11,-21.92,-0.0,0.00345,65
3852,True,635,-23.6,-72.07,-52.64,217.34,-84.89,-14.56,-13.62,-3.16,-23.6,0.0,-0.00011,65
3853,True,624,-15.23,-31.04,-14.89,105.44,-44.41,-12.63,-14.68,-2.99,-15.2,0.03,0.03586,65
3854,True,647,-23.03,-70.78,-60.75,221.31,-87.75,-14.48,-7.73,-2.85,-23.03,0.0,0.00194,65
3863,True,684,-13.86,-56.88,-51.98,200.85,-82.07,-16.34,-4.38,-3.06,-13.86,0.0,-0.00033,66
