phase,canonical,model,target_used,mae_mean,mae_std,r2_mean,r2_std,y_range,n_seeds
Phase 3 (τ=0.05),d2,rf,d2_own_dft,1.8738238685343234,0.07591057028904337,0.8921217269976307,0.011377188766871493,45.053803956989775,5
Phase 3 (τ=0.05),d2,xgb,d2_own_dft,1.5689627346677137,0.04182539951034083,0.9189750751327155,0.010154068349018159,45.053803956989775,5
Phase 3 (τ=0.05),interaction,ridge,interaction_own_dft,2.3629607811993263,0.22181010030140527,0.7734654435825267,0.09389862634613128,45.258575012874275,5
Phase 3 (τ=0.05),interaction,krr,interaction_own_dft,2.418938336637223,0.12546496043899363,0.758324378608673,0.012272230738289218,45.258575012874275,5
Phase 3 (τ=0.05),interaction,svr,interaction_own_dft,1.9641926464857977,0.11939773423382964,0.8360120224257119,0.018560462991286296,45.258575012874275,5
Phase 3 (τ=0.05),interaction,rf,interaction_own_dft,2.558550609070731,0.11027405285558405,0.7679657538290294,0.009734119602483321,45.258575012874275,5
Phase 3 (τ=0.05),interaction,xgb,interaction_own_dft,1.8825690474106225,0.1214471655456162,0.8636275117237705,0.012003556164693632,45.258575012874275,5
Phase 3 (τ=0.05),pauli,ridge,pauli_dft,8.215075911165155,0.4317547224861554,0.7664746473596713,0.15230390658514362,211.98982394254529,5
Phase 3 (τ=0.05),pauli,krr,pauli_dft,9.905792834252466,0.7433684812715803,0.5719049882008157,0.09011866344292371,211.98982394254529,5
Phase 3 (τ=0.05),pauli,svr,pauli_dft,6.084923937017079,0.22490094484832804,0.859577397962266,0.02056449605998617,211.98982394254529,5
Phase 3 (τ=0.05),pauli,rf,pauli_dft,9.029005153306302,0.26605432854036604,0.7935355107291577,0.01739948782648664,211.98982394254529,5
Phase 3 (τ=0.05),pauli,xgb,pauli_dft,5.705041117114229,0.16714906650868044,0.9031907976373178,0.006399533337369486,211.98982394254529,5
