phase,canonical,model,target_used,mae_mean,mae_std,r2_mean,r2_std,nmae_mean,nmae_std,mad,n_seeds,oracle
Phase 5 (no filter),disp,xgb,disp_dft,1.0102897282465828,0.04543040548580237,0.9192764446334529,0.005069638256390878,0.27068432812920334,0.012172051681555125,3.732353975677344,5,True
Phase 5 (no filter),cpcm,ridge,cpcm_dft,2.6768345589959996,0.1554027696590393,0.7156709829178493,0.05961139785191856,0.5376400591078122,0.031212520767940545,4.978859952210551,5,False
Phase 5 (no filter),cpcm,krr,cpcm_dft,2.7920257415610745,0.09610292209661632,0.6649569739474105,0.03857961423735987,0.5607761150866375,0.01930219428123256,4.978859952210551,5,False
Phase 5 (no filter),cpcm,svr,cpcm_dft,2.4180785143951655,0.09753479216442558,0.7540464582114653,0.031238060753630826,0.48566911654576045,0.01958978422783741,4.978859952210551,5,False
Phase 5 (no filter),cpcm,rf,cpcm_dft,3.054473638123473,0.13929615637620563,0.6381971774905839,0.036018650608801585,0.6134885631332782,0.0279775204993183,4.978859952210551,5,False
Phase 5 (no filter),cpcm,xgb,cpcm_dft,2.38241512373374,0.060191293069811136,0.7723014738476015,0.02057681439010687,0.4785061533365641,0.012089372596850601,4.978859952210551,5,False
Phase 5 (no filter),cds,ridge,cds_dft,0.40972261394228254,0.01978062790538934,0.4076244260407275,0.3047874403233648,0.715072325257808,0.03452233074291276,0.5729806614940154,5,False
Phase 5 (no filter),cds,krr,cds_dft,0.38313898060910134,0.016322699812906863,0.587682617250876,0.014750947398181896,0.6686769839842197,0.028487348543921754,0.5729806614940154,5,False
Phase 5 (no filter),cds,svr,cds_dft,0.34005581512097927,0.017697219335164174,0.6541942790664693,0.02628721661496319,0.5934856758242111,0.030886241935320562,0.5729806614940154,5,False
Phase 5 (no filter),cds,rf,cds_dft,0.3835831345178677,0.01568703074648885,0.6055734320228858,0.04611174472436011,0.6694521478573044,0.027377941003428958,0.5729806614940154,5,False
Phase 5 (no filter),cds,xgb,cds_dft,0.29426294869065334,0.013568823331393802,0.7443419436610567,0.020399380299945355,0.5135652360821026,0.02368111917776395,0.5729806614940154,5,False
