rxn_3456 f1=OK:15c:ec1 f2=OK:14c:ec1 
rxn_3682 f1=OK:14c:ec1 f2=OK:10c:ec1 
rxn_3597 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3545 f1=OK:10c:ec1 f2=OK:17c:ec1 
rxn_3598 f1=OK:13c:ec0 f2=OK:14c:ec1 
rxn_3561 f1=OK:18c:ec1 f2=OK:12c:ec1 
rxn_3599 f1=OK:12c:ec1 f2=OK:14c:ec1 
rxn_3511 f1=OK:14c:ec1 f2=OK:13c:ec1 
rxn_0258 f1=OK:15c:ec1 f2=OK:15c:ec1 
rxn_0206 f1=OK:13c:ec1 f2=OK:16c:ec1 
rxn_3617 f1=OK:15c:ec0 f2=OK:11c:ec1 
rxn_3457 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3791 f1=OK:17c:ec1 f2=OK:11c:ec1 
rxn_3463 f1=OK:15c:ec0 f2=OK:10c:ec1 
rxn_0251 f1=OK:15c:ec1 f2=OK:14c:ec1 
rxn_3500 f1=OK:14c:ec1 f2=OK:13c:ec1 
rxn_0335 f1=OK:13c:ec1 f2=OK:15c:ec1 
rxn_3530 f1=OK:15c:ec0 f2=OK:12c:ec1 
rxn_0200 f1=OK:12c:ec1 f2=OK:15c:ec1 
rxn_0421 f1=OK:18c:ec1 f2=OK:12c:ec1 
rxn_3499 f1=OK:16c:ec1 f2=OK:11c:ec1 
rxn_0645 f1=OK:15c:ec1 f2=OK:13c:ec0 
rxn_3550 f1=OK:14c:ec1 f2=OK:14c:ec1 
rxn_3740 f1=OK:16c:ec1 f2=OK:10c:ec1 
rxn_3648 f1=OK:14c:ec1 f2=OK:13c:ec0 
rxn_0150 f1=OK:14c:ec1 f2=OK:13c:ec1 
rxn_0082 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_0515 f1=OK:15c:ec1 f2=OK:18c:ec1 
rxn_3543 f1=OK:14c:ec1 f2=OK:10c:ec1 
rxn_0101 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_0095 f1=OK:12c:ec0 f2=OK:15c:ec0 
rxn_3743 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_3675 f1=OK:14c:ec1 f2=OK:13c:ec1 
rxn_3507 f1=OK:12c:ec1 f2=OK:14c:ec1 
rxn_3518 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_0400 f1=OK:17c:ec1 f2=OK:13c:ec1 
rxn_0075 f1=OK:16c:ec1 f2=OK:14c:ec1 
rxn_3551 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_0089 f1=OK:14c:ec1 f2=OK:17c:ec1 
rxn_3535 f1=OK:15c:ec1 f2=OK:12c:ec1 
rxn_3516 f1=OK:14c:ec1 f2=OK:11c:ec1 
rxn_3569 f1=OK:17c:ec0 f2=OK:10c:ec1 
rxn_3554 f1=OK:16c:ec1 f2=OK:11c:ec1 
rxn_3465 f1=OK:12c:ec1 f2=OK:15c:ec1 
rxn_3544 f1=OK:16c:ec1 f2=OK:11c:ec1 
rxn_0115 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_0514 f1=OK:15c:ec1 f2=OK:18c:ec1 
rxn_0160 f1=OK:13c:ec1 f2=OK:13c:ec0 
rxn_3594 f1=OK:16c:ec1 f2=OK:10c:ec1 
rxn_3735 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_3587 f1=OK:16c:ec1 f2=OK:10c:ec1 
rxn_3513 f1=OK:17c:ec1 f2=OK:10c:ec1 
rxn_3676 f1=OK:16c:ec1 f2=OK:11c:ec1 
rxn_3782 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3765 f1=OK:18c:ec1 f2=OK:11c:ec1 
rxn_3495 f1=OK:14c:ec1 f2=OK:11c:ec1 
rxn_3808 f1=OK:18c:ec1 f2=OK:10c:ec1 
rxn_0114 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3497 f1=OK:16c:ec1 f2=OK:11c:ec1 
rxn_3639 f1=OK:16c:ec1 f2=OK:11c:ec1 
rxn_3586 f1=OK:16c:ec1 f2=OK:11c:ec1 
rxn_3810 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_3604 f1=OK:14c:ec1 f2=OK:10c:ec1 
rxn_3593 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_3658 f1=OK:15c:ec1 f2=OK:12c:ec1 
rxn_3652 f1=OK:13c:ec0 f2=OK:14c:ec1 
rxn_3645 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3745 f1=OK:14c:ec1 f2=OK:11c:ec1 
rxn_0129 f1=OK:14c:ec1 f2=OK:11c:ec1 
rxn_3589 f1=OK:17c:ec1 f2=OK:11c:ec1 
rxn_3635 f1=OK:13c:ec0 f2=OK:15c:ec0 
rxn_3573 f1=OK:15c:ec1 f2=OK:11c:ec1 
rxn_3494 f1=OK:12c:ec1 f2=OK:14c:ec1 
rxn_3786 f1=OK:17c:ec1 f2=OK:10c:ec1 
rxn_3700 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_0159 f1=OK:13c:ec1 f2=OK:13c:ec0 
rxn_3734 f1=OK:18c:ec1 f2=OK:13c:ec0 
rxn_0233 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_0170 f1=OK:11c:ec1 f2=OK:15c:ec0 
rxn_3464 f1=OK:14c:ec1 f2=OK:10c:ec1 
rxn_3580 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_0182 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3653 f1=OK:14c:ec1 f2=OK:13c:ec0 
rxn_3482 f1=OK:11c:ec1 f2=OK:14c:ec1 
rxn_0169 f1=OK:13c:ec1 f2=OK:15c:ec0 
rxn_3452 f1=OK:16c:ec1 f2=OK:11c:ec0 
rxn_3678 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_0210 f1=OK:12c:ec1 f2=OK:12c:ec1 
rxn_0071 f1=OK:14c:ec1 f2=OK:11c:ec0 
rxn_0502 f1=OK:14c:ec1 f2=OK:13c:ec0 
rxn_0391 f1=OK:14c:ec1 f2=OK:14c:ec1 
rxn_3688 f1=OK:15c:ec0 f2=OK:10c:ec1 
rxn_3649 f1=OK:12c:ec1 f2=OK:14c:ec1 
rxn_3680 f1=OK:12c:ec1 f2=OK:17c:ec1 
rxn_3556 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3636 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_0267 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_0102 f1=OK:15c:ec1 f2=OK:12c:ec1 
rxn_0202 f1=OK:12c:ec1 f2=OK:15c:ec1 
rxn_3568 f1=OK:15c:ec0 f2=OK:10c:ec1 
rxn_3783 f1=OK:14c:ec1 f2=OK:15c:ec1 
rxn_3800 f1=OK:18c:ec1 f2=OK:11c:ec1 
rxn_3592 f1=OK:16c:ec1 f2=OK:13c:ec0 
rxn_0208 f1=OK:13c:ec1 f2=OK:14c:ec1 
