reaction_number,reaction_id,d_forming_min,barrier_dft,distortion_dft,interaction_dft,gate_result
89,dipolar_001221,1.7663268237786574,-3.318906569154933,75.8064035922871,-79.12531016144203,"structure_contaminated_bonded,nonphysical_barrier"
95,dipolar_001277,1.4176420410315151,17.929065393807832,99.7492664604215,-81.82020106661366,structure_contaminated_bonded
97,dipolar_001295,1.8452401400901728,-8.425498720898759,64.547851265379,-72.97334998627775,nonphysical_barrier
103,dipolar_001374,1.66926802515354,-12.35523502738215,108.1459913108265,-120.50122633820865,"structure_contaminated_bonded,nonphysical_barrier"
112,dipolar_001450,1.7922838481948111,-10.270731550175697,99.57669934956357,-109.84743089973927,"structure_contaminated_bonded,nonphysical_barrier"
113,dipolar_001462,1.7275385063436357,-8.391017941525206,52.18485325243091,-60.57587119395612,"structure_contaminated_bonded,nonphysical_barrier"
120,dipolar_001530,1.6638886586247288,9.151345550257247,93.87575630674837,-84.72441075649112,structure_contaminated_bonded
121,dipolar_001534,1.8500025891062968,-11.397660313465167,70.19129849842284,-81.588958811888,nonphysical_barrier
122,dipolar_001545,1.924838749843737,-2.755652901949361,70.51919934095349,-73.27485224290285,nonphysical_barrier
124,dipolar_001558,1.6385622546000502,-3.771716466639191,70.72924123617122,-74.50095770281041,"structure_contaminated_bonded,nonphysical_barrier"
125,dipolar_001576,1.9485186950860904,-7.73090104223229,86.67213039431954,-94.40303143655183,nonphysical_barrier
126,dipolar_001628,1.9256273937602777,-12.617111824336462,64.19622831128072,-76.81334013561718,nonphysical_barrier
135,dipolar_001779,1.5190040597707433,7.377278371015564,142.13741874220432,-134.76014037118875,structure_contaminated_bonded
139,dipolar_001833,1.7947482297247157,3.5355148401577026,81.94978811539477,-78.41427327523706,structure_contaminated_bonded
143,dipolar_001911,1.7932280816728248,-3.4623827649629675,97.68485813151347,-101.14724089647643,"structure_contaminated_bonded,nonphysical_barrier"
154,dipolar_002123,1.6750566250130172,-8.981573246594053,37.02861028612824,-46.010183532722294,"structure_contaminated_bonded,nonphysical_barrier"
158,dipolar_002185,1.4935654229058732,24.04302994144382,175.06031598331174,-151.01728604186792,structure_contaminated_bonded
159,dipolar_002192,1.8646801005534437,-18.39719697565306,74.75451384839835,-93.1517108240514,nonphysical_barrier
161,dipolar_002247,1.6792288734416163,-9.317185901803896,124.41752578743035,-133.73471168923425,"structure_contaminated_bonded,nonphysical_barrier"
162,dipolar_002260,2.062758991884413,-12.831737553933635,39.564618852338754,-52.39635640627239,nonphysical_barrier
164,dipolar_002299,1.722522856887536,3.6879502867814153,114.4487169320928,-110.76076664531138,structure_contaminated_bonded
167,dipolar_002345,1.6140374254334997,-11.37577749916818,101.31920259440085,-112.69498009356903,"structure_contaminated_bonded,nonphysical_barrier"
168,dipolar_002349,1.988725998095263,-5.793508759641554,64.13379195547896,-69.92730071512051,nonphysical_barrier
171,dipolar_002408,1.6888953838826135,-11.450768001843244,108.48361430008663,-119.93438230192987,"structure_contaminated_bonded,nonphysical_barrier"
173,dipolar_002456,1.736092858662808,-0.568060991121456,71.46525178069714,-72.0333127718186,"structure_contaminated_bonded,nonphysical_barrier"
176,dipolar_002468,1.7555029111055327,6.580735350318719,91.18648361490341,-84.60574826458469,structure_contaminated_bonded
181,dipolar_002585,1.9023830786673852,-1.7784702347707935,88.71481896046316,-90.49328919523396,nonphysical_barrier
183,dipolar_002635,1.4250716123058518,23.582690481794998,149.84829448052915,-126.26560399873415,structure_contaminated_bonded
184,dipolar_002646,1.915350049077192,-4.3467667364748195,48.59294607222546,-52.93971280870028,nonphysical_barrier
185,dipolar_002647,2.006013667002296,-2.6570268312934786,42.74569938884815,-45.40272622014163,nonphysical_barrier
187,dipolar_002689,1.760147752718504,13.91105558729032,108.59517002891516,-94.68411444162484,structure_contaminated_bonded
194,dipolar_002782,1.6246641927795398,-4.591727732215077,121.97271201241529,-126.56443974463036,"structure_contaminated_bonded,nonphysical_barrier"
195,dipolar_002784,1.8682607211254,-3.8381772921420634,93.72601376241073,-97.5641910545528,nonphysical_barrier
196,dipolar_002805,1.804089789284336,-5.86912410100922,111.9419347300427,-117.81105883105192,nonphysical_barrier
198,dipolar_002810,1.6260185938358762,-17.612763790413737,96.05277864419622,-113.66554243460996,"structure_contaminated_bonded,nonphysical_barrier"
199,dipolar_002814,1.8506923314532857,-5.273589729273226,40.49611877830466,-45.76970850757789,nonphysical_barrier
203,dipolar_002861,1.6858557875749631,-19.239691193506587,99.50894211721607,-118.74863331072265,"structure_contaminated_bonded,nonphysical_barrier"
