variant,fold,member,channel,MAE,RMSE,NMAE,R2,slope
M_bdelta,2,0,barrier,19.63055156066919,25.997844656214873,0.556229254418043,0.664891595976635,0.6572531383335561
M_bdelta,2,1,strain,18.6574493897189,26.84683102391479,0.837027226293581,0.1429034299696872,0.3508014316822002
M_bdelta,2,1,Pauli,76.11904664555932,108.47564428465884,0.7592544170571023,0.2748950575249163,0.400955396415637
M_bdelta,2,1,V_elst,33.82918840912497,45.540588291571744,0.8027484258431473,0.2638758175035171,0.43463736495489214
M_bdelta,2,1,oi,64.33496514247481,94.42676682542384,0.8126395380165004,0.23027740523373297,0.30415915614948585
M_bdelta,2,1,disp,1.4865733935574816,1.8344204491752711,0.2632997940812876,0.9333571965332672,0.9111253889086782
M_bdelta,2,1,barrier,18.909651566083266,24.66922331071557,0.5358026420908635,0.6982678528424,0.6837056774133647
M_bdelta,2,2,strain,18.293640575591166,26.055464320346218,0.8207057090148957,0.1926881406720049,0.33520899330141296
M_bdelta,2,2,Pauli,80.89529353645956,110.78292714965363,0.8068954045455184,0.2437209657364271,0.32439147445385536
M_bdelta,2,2,V_elst,36.82256185476947,46.82734147026015,0.8737795659459245,0.2216896306747932,0.37929371605085926
M_bdelta,2,2,oi,67.4664066718642,96.44241173483115,0.8521939730291435,0.19706549722483013,0.2389350000784804
M_bdelta,2,2,disp,1.5062058218725167,1.8651290264359939,0.266777062243806,0.9311072923262271,0.8993715975615594
M_bdelta,2,2,barrier,20.22980602949288,26.804515533902592,0.5732090557939917,0.6437732284200361,0.6340809446679224
M_bdelta,2,3,strain,18.482279742599292,26.624281772537763,0.8291686084945079,0.1570544927784293,0.34937698300441705
M_bdelta,2,3,Pauli,82.17529025047448,115.50575998258998,0.8196628156175421,0.17786398665001857,0.38333693263172175
M_bdelta,2,3,V_elst,37.368957162662674,49.85956656635049,0.8867452323992481,0.11762984623221395,0.39182274274825285
M_bdelta,2,3,oi,67.23667474157492,98.06158134435631,0.8492921411981246,0.1698782734809562,0.285864261282865
M_bdelta,2,3,disp,1.5039389706720971,1.8724831498089824,0.26637556073915775,0.9305629393027447,0.9034043017533511
M_bdelta,2,3,barrier,18.482291634295397,24.952903386870577,0.523693451195648,0.6912885050779976,0.6545685132431615
M_bdelta,2,4,strain,19.083100940011867,27.63552507237484,0.8561231878619191,0.09180493103469933,0.3312212765500653
M_bdelta,2,4,Pauli,81.16996318367636,113.89136923651886,0.8096351149343247,0.20068490026018015,0.4371295313619283
M_bdelta,2,4,V_elst,36.12195414190839,48.74385880012418,0.8571545221573749,0.1566776192564744,0.43145101001724157
M_bdelta,2,4,oi,65.54080484627158,95.61413493610354,0.8278709602710281,0.210797965606916,0.3322156993645769
M_bdelta,2,4,disp,1.5091214316665746,1.8771918003507722,0.267293470960472,0.9302132796083875,0.9155032265439021
M_bdelta,2,4,barrier,17.706729013449067,24.29966436390046,0.5017179801033242,0.7072403760548092,0.6844754465780197
M_bdelta,3,0,strain,17.590024996714988,29.03566555870208,0.8233213318942817,0.31869709484193964,0.33911921653143323
M_bdelta,3,0,Pauli,78.54991825371032,109.26123595821652,0.7483697910212488,0.30969375913385777,0.38826364031066984
M_bdelta,3,0,V_elst,32.209699682369354,43.03295014344279,0.7575124203976129,0.3334827995523214,0.47303335783389355
M_bdelta,3,0,oi,60.72082400170102,89.19858705571,0.752820634145195,0.2759753038139857,0.3283944736025793
M_bdelta,3,0,disp,1.548527014483312,2.061611615823102,0.3132472642434093,0.8942405120676898,0.9463730852045319
M_bdelta,3,0,barrier,18.914805570225806,26.056433278150262,0.571506136497817,0.6616094489341529,0.670935585380596
M_bdelta,3,1,strain,16.87193286798562,28.77974105703173,0.7897102046810642,0.3306543671757184,0.32139179583862015
M_bdelta,3,1,Pauli,80.562398801184,111.36057783015391,0.7675433265287294,0.2829118704516519,0.45822002523088173
M_bdelta,3,1,V_elst,33.45661566971214,45.37461560749057,0.7868375726628958,0.2589712827434605,0.5016917892660222
M_bdelta,3,1,oi,62.64132673117765,88.38396198282344,0.7766311490130708,0.2891395346319564,0.4073787052166435
M_bdelta,3,1,disp,1.5133154109405105,2.008837853055899,0.30612440595534357,0.8995857379484629,0.9314618785028975
M_bdelta,3,1,barrier,19.398381464230788,26.244314101782393,0.5861172616220054,0.6567119015839228,0.6634229850593427
M_bdelta,3,2,strain,16.993852894776946,33.62501581766978,0.7954168116279655,0.08630412426374545,0.18578166899860676
M_bdelta,3,2,Pauli,79.8480807687067,116.53080633595498,0.7607377938359885,0.21478048413645756,0.4505247287493044
M_bdelta,3,2,V_elst,33.035883523856,47.00043223444544,0.7769427326212477,0.20491634670408043,0.5097169045972358
M_bdelta,3,2,oi,63.11876004516699,92.94382419371436,0.7825503975757949,0.21389871657977377,0.4015286518874713
M_bdelta,3,2,disp,1.3901291444043444,1.9237781028411725,0.28120539542217,0.9079093393439688,0.9703063499860077
M_bdelta,3,2,barrier,19.376622005253083,26.114468043356453,0.5854598049917239,0.66010039464289,0.6642666201597542
M_bdelta,3,3,strain,16.69767001328195,28.712889411700345,0.7815536315288873,0.3337603635888159,0.33676628102076134
M_bdelta,3,3,Pauli,84.59445635072744,117.84241882279372,0.8059580076998959,0.19700493112802675,0.4225664821466906
M_bdelta,3,3,V_elst,35.08377415663118,47.324731263094314,0.8251053235563088,0.19390647304685815,0.4721531795934848
M_bdelta,3,3,oi,66.0556761838828,93.70951434949848,0.8189624704738399,0.20089324046432044,0.3592523799281691
M_bdelta,3,3,disp,1.5305411456876499,2.0278920669417886,0.30960895238795744,0.8976718065645133,0.9396232156636921
M_bdelta,3,3,barrier,19.268163898378422,26.549373052297092,0.5821827703216252,0.6486848868616235,0.657439603211572
M_bdelta,3,4,strain,16.520394768684532,27.8999746442789,0.7732560600063291,0.37095127397606353,0.3702024981671716
M_bdelta,3,4,Pauli,71.71537032400727,102.34914812226211,0.6832549020489107,0.39427144645281464,0.4511930449604304
M_bdelta,3,4,V_elst,29.396340306397455,39.80312206316815,0.6913474237861318,0.42977875016302836,0.5258277418131071
M_bdelta,3,4,oi,55.728553307284216,84.61937840587551,0.690926144869324,0.3484059775027635,0.37812906368144167
M_bdelta,3,4,disp,1.542231216647063,2.045011981991643,0.31197370464129115,0.895936758865745,0.9468069051248206
M_bdelta,3,4,barrier,19.61950829217009,26.655581418090982,0.5927985536206151,0.6458684559937111,0.6580044547613643
M_bdelta,4,0,strain,17.352419471129394,24.885349246306777,0.7617459862994603,0.39996803580989704,0.7448591273319024
M_bdelta,4,0,Pauli,70.26659305890401,93.99327424079803,0.7842556601236143,0.3193329690917146,0.4097387204232695
M_bdelta,4,0,V_elst,30.204717168441185,39.38431869898889,0.7634889067751125,0.35754394169290293,0.4132968160183683
M_bdelta,4,0,oi,53.11681980505968,75.23151280776342,0.7682307577722295,0.2775407600931433,0.35154935705030493
M_bdelta,4,0,disp,1.5359148724147906,1.993897220188183,0.29222795590189365,0.9044336544227418,0.895865645511853
M_bdelta,4,0,barrier,17.49753730858748,23.487339696551533,0.5424419609083045,0.6973447629563012,0.6619915737133958
M_bdelta,4,1,strain,17.599424958229065,24.894313187703865,0.7725891680646987,0.3995356834220698,0.7373884924948697
M_bdelta,4,1,Pauli,71.87330390856816,97.93208715968083,0.8021883934920135,0.2610906205068485,0.3843800277112476
M_bdelta,4,1,V_elst,31.89885669793838,42.709764308681,0.8063119112113785,0.2444710601688842,0.37409018848015174
M_bdelta,4,1,oi,56.60769966779611,78.52204777445893,0.8187194973482078,0.21295965803500638,0.33844531243116127
M_bdelta,4,1,disp,1.5067805005953863,1.953340855484161,0.2866847594160854,0.9082818025808576,0.89547015018253
M_bdelta,4,1,barrier,18.331529373541855,24.511589503968292,0.5682965873690118,0.6703724633575148,0.6232458199831058
M_bdelta,4,2,strain,18.93524907491146,27.860968557398333,0.8312299046477343,0.24789352725857838,0.7698482404849465
M_bdelta,4,2,Pauli,71.19185559566205,95.52100288773606,0.7945826498062438,0.2970265779063618,0.3704754171113638
M_bdelta,4,2,V_elst,30.50267351896335,40.07004062764131,0.7710203915779086,0.3349775291832525,0.37529876234985565
M_bdelta,4,2,oi,56.42493997017542,77.48843498936951,0.8160762362962728,0.23354345138829002,0.36462386305560546
M_bdelta,4,2,disp,1.4937137310417035,1.9520826017192774,0.2841986350705933,0.9083999259463965,0.8940086195338599
M_bdelta,4,2,barrier,19.39564087972618,25.901062107237376,0.6012851572380086,0.631942491684647,0.6501815759591396
M_bdelta,4,3,strain,18.512138968858963,25.214079200711172,0.8126559861469472,0.3840107524587496,0.7176815044237946
M_bdelta,4,3,Pauli,76.99184621297397,106.17824818670579,0.8593171882586433,0.1314151101120531,0.5008170328204692
M_bdelta,4,3,V_elst,33.158128038430824,46.099119206176965,0.8381426909443649,0.11979869148648747,0.48275335936709013
M_bdelta,4,3,oi,59.80587569108376,83.2991386710138,0.8649748492099397,0.11428340594299224,0.4254998754953434
M_bdelta,4,3,disp,1.5337935213286142,1.9962456526915238,0.2918243410253159,0.9042084038145028,0.8924250610224805
M_bdelta,4,3,barrier,17.308156890651354,23.266189056600485,0.5365709698396078,0.7030173756272166,0.6845717224571518
M_bdelta,4,4,strain,17.004302107370815,23.698785220872566,0.7464641401542906,0.45582438587120044,0.7512796435507723
M_bdelta,4,4,Pauli,68.45298938873486,91.03326144486032,0.7640137659085527,0.3615287243307518,0.46313386091943193
M_bdelta,4,4,V_elst,30.979853358024204,40.95838199903328,0.7830821338424695,0.30516395614832537,0.4371453521352497
M_bdelta,4,4,oi,52.85919014765666,71.58975669751823,0.7645046494009511,0.3457924788226535,0.42436171163270464
M_bdelta,4,4,disp,1.499598153317586,1.9221713827074138,0.28531822361305015,0.9111855444872505,0.9018685400928897
M_bdelta,4,4,barrier,16.84521745852171,22.612934888817524,0.5222193631581957,0.7194602538699716,0.6681414467739241
