variant,fold,member,channel,MAE,RMSE,NMAE,R2,slope
M_bdelta,1,3,oi,52.08233758165866,71.6781403763601,0.8030538854445852,0.3171589504414325,0.4066181892636294
M_bdelta,1,3,disp,1.6674102246761322,2.2874237752655926,0.30023569299788666,0.8967281802209118,0.9016454451432734
M_bdelta,1,3,barrier,18.61236595692514,24.55714216967959,0.6287261417856371,0.5796552769442262,0.8139873827718199
M_bdelta,1,4,strain,13.70354041268554,19.128823489022523,0.6898437717586912,0.4624638785951819,0.4840224635591937
M_bdelta,1,4,Pauli,68.09599184989929,97.03721230621858,0.7137222232823716,0.4023065613774126,0.41159947321885854
M_bdelta,1,4,V_elst,26.912853250020667,38.88858002017447,0.6815075730152664,0.445820973637298,0.453106323940433
M_bdelta,1,4,oi,54.60330726225165,75.19563833445639,0.84192453893463,0.2484957116795743,0.40601079313967053
M_bdelta,1,4,disp,1.6003626977341086,2.202929648480918,0.28816304259828696,0.9042166936825476,0.895736411823774
M_bdelta,1,4,barrier,17.15333069200757,22.435172097239686,0.5794398976314117,0.6491602755145165,0.842171987487409
M_bdelta,2,0,strain,18.96789709473871,27.29408025040158,0.8509548096418779,0.11410831227671148,0.31609186439219655
M_bdelta,2,0,Pauli,78.56019297071323,108.96920466614306,0.7836037909882582,0.2682816420967826,0.3659996127048632
M_bdelta,2,0,V_elst,34.782475351528,45.02935164069962,0.8253694116952479,0.28031044529894533,0.43273548633683534
M_bdelta,2,0,oi,66.650832159504,95.64782626316254,0.8418921395941728,0.21024168910089092,0.2761066583363852
M_bdelta,2,0,disp,1.5050144719470078,1.8987353956924413,0.26656605201624195,0.9286022731285297,0.8932261762070345
