channel,Var_b,Var_delta,Cov_b_delta,Var_y_hat,b_fraction,delta_fraction
strain,382.45668069008576,112.59536965690104,37.605179925618884,570.1668443026067,0.6707802891588399,0.19747793261220026
Pauli,3861.7341640917866,3664.239346036694,350.04347680921285,8225.170899638115,0.4695019971270983,0.44549096799896404
V_elst,599.7953397037302,1050.421323900361,21.817510340504153,1693.7962395320103,0.35411304246929454,0.6201580210088248
oi,2243.461537956989,2022.0201321459438,-15.63603516370219,4234.2493355701,0.5298368990958179,0.4775392216891495
disp,42.85431025392056,0.10334796895210503,-0.5378231050954458,41.88337878042026,1.0231817847979876,0.0024675174725974683
