logged_at,job_base_name,job_name,job_status,job_path,job_ok,job_check,job_get_errormsg,job_timeline,job_parent_name,job_parent_path
2026-05-23 12:58:23,optA,optA,successful,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/optA,True,True,,2026-05-23 03:47:46 created -> 2026-05-23 03:47:46 started -> 2026-05-23 03:47:46 registered -> 2026-05-23 03:47:46 running -> 2026-05-23 03:58:23 finished -> 2026-05-23 03:58:23 successful,,
2026-05-23 13:02:21,optB,optB,successful,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/optB,True,True,,2026-05-23 03:58:23 created -> 2026-05-23 03:58:23 started -> 2026-05-23 03:58:23 registered -> 2026-05-23 03:58:23 running -> 2026-05-23 04:02:21 finished -> 2026-05-23 04:02:21 successful,,
2026-05-23 13:04:25,frag1,frag1,successful,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda/frag1,True,True,,2026-05-23 04:02:21 created -> 2026-05-23 04:02:21 started -> 2026-05-23 04:02:21 registered -> 2026-05-23 04:02:21 running -> 2026-05-23 04:04:25 finished -> 2026-05-23 04:04:25 successful,cf3_eda,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda
2026-05-23 13:05:19,frag2,frag2,successful,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda/frag2,True,True,,2026-05-23 04:02:21 created -> 2026-05-23 04:04:25 started -> 2026-05-23 04:04:25 registered -> 2026-05-23 04:04:25 running -> 2026-05-23 04:05:19 finished -> 2026-05-23 04:05:19 successful,cf3_eda,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda
2026-05-23 13:13:29,full,full,successful,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda/full,True,True,,2026-05-23 04:02:21 created -> 2026-05-23 04:05:19 started -> 2026-05-23 04:05:19 registered -> 2026-05-23 04:05:19 running -> 2026-05-23 04:13:29 finished -> 2026-05-23 04:13:29 successful,cf3_eda,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda
2026-05-23 13:15:22,frag1_opt,frag1_opt,successful,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda/frag1_opt,True,True,,2026-05-23 04:02:21 created -> 2026-05-23 04:13:29 started -> 2026-05-23 04:13:29 registered -> 2026-05-23 04:13:29 running -> 2026-05-23 04:15:22 finished -> 2026-05-23 04:15:22 successful,cf3_eda,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda
2026-05-23 13:16:16,frag2_opt,frag2_opt,successful,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda/frag2_opt,True,True,,2026-05-23 04:02:21 created -> 2026-05-23 04:15:22 started -> 2026-05-23 04:15:22 registered -> 2026-05-23 04:15:22 running -> 2026-05-23 04:16:16 finished -> 2026-05-23 04:16:16 successful,cf3_eda,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda
2026-05-23 13:16:16,cf3_eda,cf3_eda,successful,/gpfs/tmp_cpu2/yeseo1ee_plams/cf3_batch/plams_cf3/cf3_eda,True,True,,2026-05-23 04:02:21 created -> 2026-05-23 04:02:21 started -> 2026-05-23 04:02:21 registered -> 2026-05-23 04:02:21 running -> 2026-05-23 04:16:16 finished -> 2026-05-23 04:16:16 successful,,
