rxn_id,elst_dft,pauli_dft,oi_dft,disp_dft,cpcm_dft,cds_dft,e_bond_kcal,e_frag1_dist_eh,e_frag1_rel_eh,e_frag2_dist_eh,e_frag2_rel_eh,d1_b3lyp,d2_b3lyp,sum_dist_b3lyp
266,-53.74268055807293,123.75583752735565,-64.64694958642448,-11.536937132299041,-6.328893010370852,-3.3126721495785034,-15.805492330185654,-285.310455508486,-285.324467284038,-660.810174490906,-660.840396496034,8.792521907347707,18.96459454303675,27.75711645038446
269,-23.911252148729375,76.38165429884484,-38.56774614297537,-12.107415219559075,-4.603651092874416,-0.6108886933745381,-3.417557346122675,-592.781010942129,-592.788295629787,-317.271420314793,-317.279028857081,4.57121052094997,4.774432369554613,9.345642890504582
270,-35.61811821909523,86.36872906175691,-43.824494851989606,-13.896794001886235,0.7207705596078321,-1.7789737967339319,-8.025861610000112,-592.763066812198,-592.788311960901,-317.258426449461,-317.278996417243,15.841569985259884,12.907849664356789,28.749419649616673
287,-20.286662233353695,61.41493191980773,-29.68839910815424,-11.852740374008672,-8.48868272861809,-2.549064404719964,-11.473027112143189,-649.720390513908,-649.728894458109,-321.127670863104,-321.141003289152,5.336305553055552,8.366223657371577,13.70252921042713
289,-19.22175550076902,70.71748772193429,-37.991746662604,-11.798496760795077,-11.879089434073633,-1.979414378961905,-12.148023177403173,-649.721907365934,-649.728875175068,-321.125555882098,-321.141068674361,4.372366245001708,9.73442411420265,14.106790359204357
299,-70.57880141381497,159.08523211133593,-81.44096261117754,-10.59956693124569,-5.3454858905075975,-3.0175410152238826,-11.893778175842503,-417.121327672593,-417.133824779825,-2878.599900040035,-2878.623396584806,7.842053186449618,14.74430445139399,22.58635763784361
308,-20.61176033364599,58.59117241902402,-21.184270735839668,-13.263171205024918,-6.5395981415717594,-4.496188526667425,-7.508602852239159,-399.827983215355,-399.839561311307,-536.346578920974,-536.356037642164,7.265364901502907,5.935437159220007,13.200802060722914
454,-62.53765906960817,136.40609362266142,-67.2184136948325,-16.60218676708312,-16.404564769159794,-3.3466950857527307,-29.695276988495657,-701.775090205103,-701.812479158063,-310.979822813923,-311.005723479262,23.461922207691085,16.25291288473011,39.7148350924212
458,-51.29538658112073,94.06889593545681,-43.87166593142292,-14.01381083909247,1.105371116261106,0.026016417292761312,-13.978224651316458,-472.413954766544,-472.446313625573,-881.39613282717,-881.41116898759,20.305490610562707,9.435333117071036,29.740823727633742
486,-49.55105513516287,111.16669796827998,-55.62860719506807,-15.14367358737531,-8.099547788505234,-1.7764454355610366,-19.030023244018306,-607.571141837939,-607.585911092446,-417.118535151508,-417.136079544658,9.267847128046089,11.009272918306417,20.277120046352508
492,-20.15358981324219,63.510569461993086,-29.201474472124236,-10.956448449150226,-7.939228530524224,-1.9895053588143137,-6.728168001576987,-456.765068436888,-456.785012349862,-708.985496709197,-708.995432354459,12.514994341066059,6.234711532820015,18.74970587388607
493,-22.232644225307414,56.31402713395645,-22.917564854907283,-10.97564998805277,-5.627872056440207,-2.086829756456446,-7.522071590088554,-456.76715262714,-456.784986063205,-708.985725568878,-708.995421654339,11.190650085897555,6.084385488086249,17.275035573983804
499,-30.294182384447804,79.14996643499089,-38.8373442305851,-14.068148641478121,-4.740391682367506,-1.6601939089093705,-10.460499724875616,-881.395406450678,-881.411210758469,-420.236625184251,-420.253680673393,9.917352869844455,10.702481021364608,20.619833891209062
