,d1,d2,elst,pauli,oi,disp,cpcm,cds
d1,1.0,-0.395237555634754,-0.07783444524492185,0.114971822067009,-0.20413652147285077,-0.030890375106524467,0.03439574669074277,-0.13821173161937866
d2,-0.395237555634754,1.0,-0.20823312354101606,0.26258010500803813,-0.3388636884693275,-0.5257188790762662,0.07312568573104566,-0.06899287143481077
elst,-0.07783444524492185,-0.20823312354101606,1.0,-0.8452268028969794,0.6290282076037993,0.269012137925266,-0.33056393733099976,-0.006691543652463723
pauli,0.114971822067009,0.26258010500803813,-0.8452268028969794,1.0,-0.7257012646849955,-0.31676362577244255,0.09646002949605419,0.023544251338514992
oi,-0.20413652147285077,-0.3388636884693275,0.6290282076037993,-0.7257012646849955,1.0,0.4105515517220194,-0.40936209389082273,0.177687909349608
disp,-0.030890375106524467,-0.5257188790762662,0.269012137925266,-0.31676362577244255,0.4105515517220194,1.0,-0.25802146103073237,0.32413184190191086
cpcm,0.03439574669074277,0.07312568573104566,-0.33056393733099976,0.09646002949605419,-0.40936209389082273,-0.25802146103073237,1.0,-0.2652012184108694
cds,-0.13821173161937866,-0.06899287143481077,-0.006691543652463723,0.023544251338514992,0.177687909349608,0.32413184190191086,-0.2652012184108694,1.0
