model,fold,member,channel,MAE,RMSE,NMAE,R2_det
m2,1,3,barrier,16.675608696307865,23.703511033865954,0.6642242566863411,0.4970412953111979
m2,1,4,strain,14.511846828076147,19.59584014339758,0.7444063879955022,0.33549229809587855
m2,1,4,Pauli,59.54225268517771,91.13773318660708,0.7542333050710888,0.2951218214188791
m2,1,4,Velst,29.30379639114103,42.73091459565881,0.6880972126683741,0.4050359911808581
m2,1,4,oi,39.59997690243106,62.581854589752574,0.692017132301868,0.33026104499339104
m2,1,4,disp,1.546858016713973,2.1919217507484445,0.2570174897551263,0.9224189245014935
m2,1,4,barrier,14.229742732932491,20.060844760443302,0.5668003166632622,0.6397488268911636
m2,2,0,strain,17.16761924374488,24.121123948901257,0.7678654759134916,0.23457318426133444
m2,2,0,Pauli,52.07202624697839,81.9953722437078,0.7221203318608024,0.3857854188469315
m2,2,0,Velst,26.237928220533554,38.93354471132265,0.6923896184949755,0.39709057729374675
m2,2,0,oi,36.03573917150497,55.35865736027765,0.7503834311824202,0.3298068438630546
m2,2,0,disp,1.1568602573487066,1.626387382898864,0.2016746331014038,0.9492414875728585
m2,2,0,barrier,13.298645129511433,18.981138330737263,0.5011071207426908,0.7060246301408775
m2,2,1,strain,17.141232275193737,24.427615299522852,0.7666852515692326,0.2149980489991804
m2,2,1,Pauli,58.26792053138056,94.39153286110833,0.8080432651379873,0.18603165398972
m2,2,1,Velst,28.74694554959574,44.408604262059846,0.758599783286383,0.2155984791729354
m2,2,1,oi,40.229660512939574,62.9016477066139,0.8377147627618036,0.13472743153142253
m2,2,1,disp,1.1680454161859328,1.6703631342760206,0.20362453395619526,0.9464594675946447
m2,2,1,barrier,13.88364379252157,19.977847680506596,0.5231504937934388,0.6743404397631095
m2,2,2,strain,16.97463517958118,24.27793791445787,0.7592337723459296,0.22458859339795734
m2,2,2,Pauli,55.37711924929773,89.77307893350327,0.7679544394936727,0.2637358079080473
m2,2,2,Velst,27.62471844073265,42.279765104980505,0.7289854633888864,0.28900047407219565
m2,2,2,oi,38.82947941018689,61.18419268983839,0.8085583551421383,0.18133285828766188
m2,2,2,disp,1.174371394611174,1.6428006024400768,0.20472733731538556,0.9482118258566199
m2,2,2,barrier,13.353505232449502,19.21437448675532,0.5031743078853823,0.6987556303323684
m2,2,3,strain,14.599480436694238,21.956576693872805,0.652998929813551,0.36578304145578
m2,2,3,Pauli,53.27434293723876,86.09372291216886,0.7387937242741229,0.3228507294464812
m2,2,3,Velst,27.46891915336732,41.126590185939506,0.7248740942200261,0.32725638180924865
m2,2,3,oi,36.878118947629005,58.6922993719937,0.7679245678789158,0.2466598053940695
m2,2,3,disp,1.1768832821999826,1.6669042862791257,0.20516523290791455,0.9466809725153271
m2,2,3,barrier,13.917213722582787,20.18063485308696,0.5244154445333589,0.6676956046190893
m2,2,4,strain,16.224088330422678,22.94696237931568,0.7256636537789972,0.3072779694317377
m2,2,4,Pauli,56.08560606471954,89.53488559285178,0.7777795369816178,0.2676376584903829
m2,2,4,Velst,26.165853724172038,40.99969830651296,0.6904876530417765,0.3314013404910293
m2,2,4,oi,38.430706595220876,59.25472297178576,0.8002545844956604,0.23215274534215613
m2,2,4,disp,1.1506977123118216,1.610257597310606,0.20060032096958852,0.9502432957044451
m2,2,4,barrier,14.190508195325252,19.702323526343648,0.5347134715140893,0.6832611545041205
m2,3,0,strain,15.26285900685095,24.0733066360389,0.8044587367325177,0.04868354696428001
m2,3,0,Pauli,63.60196039445938,101.96536950720267,0.6908354052725482,0.3640224265134945
m2,3,0,Velst,31.764073407265446,47.36922866355591,0.7334989062598536,0.32412204736134587
m2,3,0,oi,41.815688350892835,65.1513118059903,0.7168866799249626,0.337028987970068
m2,3,0,disp,1.2034245819814744,1.7727572720661995,0.1967320664862004,0.9462903700099806
m2,3,0,barrier,13.801358432346774,20.119373819603364,0.4705136244881857,0.7053572812204415
m2,3,1,strain,13.540322150722627,20.67938933073605,0.7136690738892589,0.2980132224131008
m2,3,1,Pauli,62.34498813690678,101.64612863726548,0.6771823522286304,0.36799852553472145
m2,3,1,Velst,30.531458803915207,46.86228954910058,0.7050352564059743,0.3385109490100717
m2,3,1,oi,40.71877750504402,63.398868843680425,0.6980812792376521,0.3722145743766545
m2,3,1,disp,1.1953283492595919,1.7588123197540138,0.1954085198194815,0.9471320333505697
m2,3,1,barrier,13.10023457638679,19.40063305934862,0.4466110261823774,0.7260327840098063
m2,3,2,strain,13.209166582938163,21.186967946085424,0.6962148741484205,0.26312956566525925
m2,3,2,Pauli,60.85768706721644,98.37795750231852,0.6610275005405789,0.40798595540165195
m2,3,2,Velst,29.596319966162405,45.179428812230455,0.6834409443069505,0.3851670615590973
m2,3,2,oi,38.472356503240526,60.53261769733647,0.6595687171537081,0.4276955527437125
m2,3,2,disp,1.2044189797293756,1.7669265837663886,0.19689462750313733,0.9466430963643425
m2,3,2,barrier,13.208929976532536,19.591938727602816,0.45031665175093766,0.7206030755447341
m2,3,3,strain,14.231868972316866,22.663556973195337,0.7501183971937182,0.15684065753008902
m2,3,3,Pauli,64.71082368358489,102.65409988530803,0.7028797198657443,0.35540192366424084
m2,3,3,Velst,30.918464979048697,47.056559820363,0.7139720386170144,0.3330151003653652
m2,3,3,oi,43.10017436165963,64.62492802338873,0.7389078625954856,0.3476985329277509
m2,3,3,disp,1.2615597630700757,1.823511222737754,0.20623582308412408,0.9431709376651027
m2,3,3,barrier,14.14698663546193,20.222275065100796,0.4822967239106241,0.702335652707474
m2,3,4,strain,14.3694414823286,21.707400210609812,0.7573694245119608,0.2264842893696728
m2,3,4,Pauli,63.55592049321821,103.51267743868064,0.6903353264442322,0.3445742634390522
m2,3,4,Velst,30.795532551119404,48.04470538950277,0.7111332716782194,0.3047088152828705
m2,3,4,oi,41.31352335791434,64.88344821347945,0.7082775810726366,0.3424692693185404
m2,3,4,disp,1.2534478700930072,1.8182900793842152,0.20490971632813118,0.9434959018311114
m2,3,4,barrier,13.471787812825172,19.818173934560754,0.4592779575445254,0.7141132255159297
m2,4,0,strain,30.822797811223616,142.20241914445913,1.3710749950461372,-23.27259103418208
m2,4,0,Pauli,109.18947167319637,559.6356687502117,1.2724114272484617,-24.090156148703798
m2,4,0,Velst,57.455803004772434,314.3110768555296,1.3866153036478768,-32.003428401455864
m2,4,0,oi,81.1328071582702,458.37432376638355,1.332633400025177,-30.271610954426606
m2,4,0,disp,1.845053774406833,5.084740897165538,0.31261070534217344,0.5515691062783352
m2,4,0,barrier,22.399434507758386,81.3517897542226,0.8271137571191258,-3.6609784249892794
m2,4,1,strain,16.105991694811852,24.20968855367872,0.7164347188215439,0.2964733162972142
m2,4,1,Pauli,52.89242616699588,85.45261143183684,0.6163682856824558,0.41501696783097697
m2,4,1,Velst,26.586711630129045,39.56653632599755,0.6416330342985159,0.47700715083850387
m2,4,1,oi,38.48236837810086,61.48738824314971,0.6320857272039111,0.43729369368656257
m2,4,1,disp,1.4568173908898907,2.0818977804263175,0.24683113220764832,0.9248244396241975
m2,4,1,barrier,15.407227924706474,26.052705866322704,0.5689219596673643,0.5219772770034998
m2,4,2,strain,17.063651905328996,24.6791480059959,0.7590338357619456,0.26892405493693583
m2,4,2,Pauli,55.498502229106045,89.25996005115684,0.6467375228524315,0.36172774441999345
m2,4,2,Velst,26.922316808469834,40.891976240098494,0.649732395058162,0.44138076820980265
m2,4,2,oi,42.136747669020004,65.6679994502796,0.6921101251017813,0.35817406566639665
m2,4,2,disp,1.3983202829957009,2.0622536297754945,0.23691986435576204,0.9262364137557977
m2,4,2,barrier,16.38424002763725,26.9852130249665,0.6049987700406813,0.4871450278594899
m2,4,3,strain,16.4992987407792,24.719657587845308,0.7339299981081286,0.2665220362714892
m2,4,3,Pauli,53.295012544047445,86.06397624164812,0.6210597224919326,0.40661658351207697
m2,4,3,Velst,26.287072371282886,40.317180443882854,0.6344016606136805,0.45697479469550495
m2,4,3,oi,38.98121473366214,62.477764193335354,0.6402794448649428,0.41902071303664845
m2,4,3,disp,1.4673865747067236,2.163220048587432,0.24862188760659787,0.9188367800327477
m2,4,3,barrier,15.550210079839152,26.00911500045936,0.5742016691837727,0.5235755748635329
m2,4,4,strain,16.438221373673407,24.313616318367202,0.7312131243410265,0.29042012877393786
m2,4,4,Pauli,52.52881959715197,85.88831989273613,0.6121310900316083,0.4090362996539044
m2,4,4,Velst,25.602407604263675,38.891670387030324,0.6178782357519919,0.4946958367551213
m2,4,4,oi,40.8473239910218,63.763429811745844,0.6709309114116685,0.3948639458655776
m2,4,4,disp,1.3998778389826898,2.0836928615247468,0.2371837638054456,0.9246947460279862
m2,4,4,barrier,15.399378036443265,26.18947377181311,0.5686320974133819,0.5169451875474013
m3,0,0,strain,13.955066543359022,20.877209193457126,0.6899726202524937,0.39851217105709524
m3,0,0,Pauli,46.43991446495056,72.2310246210185,0.6221090946770241,0.47364239932677754
m3,0,0,Velst,23.91185159331713,35.124947894244755,0.6393619945452327,0.46849070127457626
m3,0,0,oi,31.730181280236977,50.02828499954475,0.6271421179810209,0.44220516939568055
m3,0,0,disp,1.4330776127485128,1.9186857827294233,0.23531131369122765,0.935388607219518
m3,0,0,barrier,12.305548606392664,17.38044583605122,0.4677152364753254,0.7286138307174475
m3,0,1,strain,14.04953580024915,21.269557506850028,0.6946434113595993,0.375692046465676
m3,0,1,Pauli,47.3439144782531,72.16237844784587,0.6342190788650464,0.47464239249069395
m3,0,1,Velst,24.12443193487632,35.00750671821419,0.6450460291190495,0.4720389897477394
m3,0,1,oi,32.201388409886604,50.28443150067874,0.6364554539082974,0.43647869037565623
