arm,strain,Pauli,elst,oi,disp,barrier
xgb_33d,0.21876666732482125,0.19681807451494504,0.25131624293928306,0.1411854181653729,0.1297528269131433,0.290976232195282
xgb33_delta,0.21883691834842622,0.19677286116143825,0.251256123365909,0.1411556744013934,0.1297842838361086,0.29105344776867315
