delta,channel,point,ci_low,ci_high
NMAE(xgb33+delta) - NMAE(xgb_33d),strain,7.025102360497248e-05,-0.00012841617224174096,0.0002801283177824576
NMAE(xgb33+delta) - NMAE(xgb_33d),Pauli,-4.521335350679556e-05,-0.00013196543155979956,4.50040964140308e-05
NMAE(xgb33+delta) - NMAE(xgb_33d),elst,-6.011957337404006e-05,-0.00029908449156293426,0.0001740719836571536
NMAE(xgb33+delta) - NMAE(xgb_33d),oi,-2.9743763979489524e-05,-8.506283891041022e-05,3.0437042634667844e-05
NMAE(xgb33+delta) - NMAE(xgb_33d),disp,3.145692296530056e-05,-0.00018279031354234698,0.00022229717420491069
NMAE(xgb33+delta) - NMAE(xgb_33d),barrier,7.721557339113172e-05,-0.00021743172480132023,0.00037309139097368993
