model,fold,member,channel,MAE,RMSE,NMAE,R2
m1,3,3,Velst,29.119046926498413,43.706135736187285,0.7589914307589558,0.3134092937127415
m1,3,3,oi,37.46951737770667,59.856503758658654,0.6427142915946734,0.4107868331289838
m1,3,3,disp,1.3497714159580378,1.9429970834336525,0.2374357377114456,0.9301486208803021
m1,3,3,barrier,18.165354470029854,22.967142631471475,0.6848043171497361,0.5482655057910091
m1,3,4,strain,11.915710777808458,19.31055074621664,0.4616642759099436,0.6320069317390189
m1,3,4,Pauli,44.22667854871505,71.75717409043163,0.51661954260476,0.6243793358695455
m1,3,4,Velst,21.010343117591663,34.74006072694267,0.5476370989685779,0.5662152832939609
m1,3,4,oi,30.650485081550404,47.590076811844604,0.5257474924921887,0.6275374923288639
m1,3,4,disp,1.1084873382097635,1.6724390963863422,0.19499191180072684,0.9482475027952073
m1,3,4,barrier,17.56996181798287,24.215425101791265,0.6623589825875233,0.4978268198978393
m1,4,0,strain,11.577250597759699,16.176472202376114,0.5190921483377345,0.6630587482828025
m1,4,0,Pauli,43.30690371990204,71.19586962430424,0.5397937059119285,0.6066468344517315
m1,4,0,Velst,19.64993811876346,29.89284082754877,0.5496307469926623,0.635223467497573
m1,4,0,oi,30.020341870876457,45.96583347195936,0.5457614745479424,0.6272017683166737
m1,4,0,disp,1.4741522069924917,2.051744667561321,0.264293041431422,0.9126756813410686
m1,4,0,barrier,12.614559454604601,16.918605317242843,0.4894292223452769,0.7360517244628444
m1,4,1,strain,11.438211924945696,17.02776828210874,0.5128580357767596,0.6266621548525104
m1,4,1,Pauli,48.57106050161215,79.08452021962634,0.605408156579637,0.5146488982169891
m1,4,1,Velst,22.11590219155336,34.43093823847882,0.6186065202084751,0.5160614419395151
m1,4,1,oi,32.54094936068241,51.44450368526294,0.591585418402747,0.5330380129146531
m1,4,1,disp,1.506059861335999,2.0756425865407393,0.2700135979461341,0.9106295953489604
m1,4,1,barrier,13.926365052469265,17.806368755417527,0.5403256484901254,0.7076248641296996
m1,4,2,strain,11.856783690551916,17.744550897603034,0.5316256451678958,0.5945693500692109
m1,4,2,Pauli,48.36326178831932,80.50410275124176,0.6028180744472929,0.49706821998741113
m1,4,2,Velst,21.355168929466835,35.11220954457216,0.5973279600127296,0.49672097506335333
m1,4,2,oi,34.874556245712135,54.782888554677974,0.6340097432178019,0.470466524113359
m1,4,2,disp,1.4819527631386733,2.003522138638644,0.26569156235684055,0.9167322421829351
m1,4,2,barrier,12.999119959389551,17.193339051454767,0.5043496917821151,0.7274098455959627
m1,4,3,strain,10.898883796082092,16.03867547706221,0.4886760424177359,0.6687746608462748
m1,4,3,Pauli,47.82477939128876,80.77191289243824,0.5961062252109345,0.4937164835910772
m1,4,3,Velst,21.191116076249344,34.32530484864132,0.5927392182205046,0.5190263133792924
m1,4,3,oi,32.54286952278553,53.122309115627814,0.5916203264162959,0.5020824267837346
m1,4,3,disp,1.5626148478342936,2.1428754579541334,0.28015304577170275,0.904746171320686
m1,4,3,barrier,12.938356624008753,17.2014033054186,0.5019921499203044,0.7271540777372684
m1,4,4,strain,10.613444549341997,15.279798874532517,0.4758777298512883,0.6993772600180377
m1,4,4,Pauli,42.1579859103912,75.19833098675461,0.5254731577103017,0.5611769268100295
m1,4,4,Velst,19.73998721440633,32.4321634783432,0.5521495209147514,0.5706174880008333
m1,4,4,oi,28.947260646483837,47.73177501751735,0.5262531560266807,0.5980067739950152
m1,4,4,disp,1.0839851972384331,1.6506779659711464,0.19434203828197,0.9434785509580494
m1,4,4,barrier,12.748966168325682,16.602715622252386,0.4946440357211401,0.7458161409014594
m2,0,0,strain,11.206687274062709,14.93149646306612,0.4997334195820806,0.693664878332199
m2,0,0,Pauli,37.38002217043737,58.252129294965464,0.5119837576247337,0.6848488429850466
m2,0,0,Velst,17.77198437672512,25.30566108127774,0.5174540348542095,0.7040921374734688
m2,0,0,oi,21.653159540170318,31.63060930190568,0.42904686448390783,0.7826686457242804
m2,0,0,disp,1.1164091282589421,1.6364564964558015,0.1837017065894051,0.9540305785129226
m2,0,0,barrier,11.275089419761281,14.616688368596154,0.3933957970031922,0.8330270027459494
m2,0,1,strain,11.148539046383208,15.250032108772725,0.49714044880041447,0.6804552867286442
m2,0,1,Pauli,36.9782133102417,55.23448695167696,0.5064802935242605,0.7166547444038192
m2,0,1,Velst,16.795545544593956,24.32232223858909,0.48902377052557816,0.7266423662632575
m2,0,1,oi,22.656654206810483,31.79523907964249,0.4489306250708813,0.7804004425833687
m2,0,1,disp,1.1962135667633857,1.7159027019206345,0.1968332827970794,0.9494588143959468
m2,0,1,barrier,10.826205641980383,13.978478372229247,0.3777339264008694,0.8472897932457177
