m1_MAE,m1_MAE_std,m1_RMSE,m1_RMSE_std,m1_NMAE,m1_NMAE_std,m1_R2_det,m1_R2_det_std,m1_tail_ratio,m1_tail_ratio_std,m2_MAE,m2_MAE_std,m2_RMSE,m2_RMSE_std,m2_NMAE,m2_NMAE_std,m2_R2_det,m2_R2_det_std,m2_tail_ratio,m2_tail_ratio_std,m3_MAE,m3_MAE_std,m3_RMSE,m3_RMSE_std,m3_NMAE,m3_NMAE_std,m3_R2_det,m3_R2_det_std,m3_tail_ratio,m3_tail_ratio_std
22.5969,1.2984,30.1722,2.1608,0.6889,0.0578,0.4706,0.071,1.3347,0.0364,15.3687,1.7795,20.1434,2.4737,0.4664,0.0356,0.7653,0.037,1.3104,0.0373,14.0265,1.2553,18.6905,1.8029,0.4265,0.0309,0.7973,0.0293,1.3325,0.0447
